Name	Length	EffectiveLength	TPM	NumReads
FBtr0333684	4305	4127.16	0.479324	13.304
FBtr0070923	1347	1169.16	0.269706	2.121
FBtr0339505	1709	1531.16	0.003273	0.034
FBtr0307583	352	174.82	0.000737	0.001
FBtr0347449	527	349.665	0	0
FBtr0347433	775	597.538	0	0
FBtr0347030	1916	1738.16	0.616136	7.202
FBtr0343809	881	703.451	12.4037	58.679
FBtr0302440	184	23.564	0	0
FBtr0303010	810	632.509	1.40783	5.988
FBtr0302346	1400	1222.16	2.7607	22.691
FBtr0302915	1307	1129.16	0.283288	2.151
FBtr0085895	825	647.494	38.6737	168.402
FBtr0091815	333	155.832	0.000544	0.001
FBtr0339151	1366	1188.16	0	0
FBtr0343422	638	460.596	0	0
FBtr0310392	2132	1954.16	6.54397	86
FBtr0347424	274	96.873	1.66276	1.083
FBtr0309507	467	289.712	0.016945	0.033
FBtr0321274	675	497.575	0	0
FBtr0080132	1873	1695.16	0	0
FBtr0078629	1897	1719.16	84.6777	979
FBtr0080936	774	596.538	133.048	533.756
FBtr0073031	1144	966.165	1.91179	12.422
FBtr0337016	1111	933.165	1.23585	7.756
FBtr0073792	737	559.552	534.475	2011.24
FBtr0079085	4065	3887.16	2.19961	57.501
FBtr0088102	1945	1767.16	0.38564	4.583
FBtr0333529	9439	9261.17	0.015531	0.967
FBtr0300490	2762	2584.16	0.776704	13.498
FBtr0085634	1187	1009.16	192.777	1308.32
FBtr0306588	1246	1068.16	0.33256	2.389
FBtr0306587	981	803.395	0.585956	3.166
FBtr0344763	1526	1348.16	0.352221	3.193
FBtr0074437	1875	1697.16	0	0
FBtr0078061	2629	2451.16	47.9546	790.494
FBtr0070859	1746	1568.16	7.16875	75.602
FBtr0302875	494	316.69	0	0
FBtr0079860	5802	5624.16	0.083896	3.173
FBtr0332167	3281	3103.16	4.19911	87.631
FBtr0331397	2214	2036.16	4.91605	67.317
FBtr0342992	3849	3671.16	0.111079	2.742
FBtr0114460	3475	3297.16	0.562202	12.466
FBtr0331398	1855	1677.16	6.84588	77.215
FBtr0310465	1693	1515.16	8.74662	89.124
FBtr0080120	725	547.556	0	0
FBtr0086579	3608	3430.16	25.6198	591
FBtr0087153	1899	1721.16	0	0
FBtr0082474	701	523.567	13.1023	46.133
FBtr0086810	838	660.485	0	0
FBtr0080281	1886	1708.16	0.090399	1.038
FBtr0086760	549	371.654	1.60039	4
FBtr0304008	3024	2846.16	1.67396	32.041
FBtr0304636	531	353.661	0	0
FBtr0336648	6435	6257.16	0.280771	11.815
FBtr0299564	2628	2450.16	4.36924	71.994
FBtr0304628	2721	2543.16	60.2389	1030.26
FBtr0301470	4092	3914.16	0.021837	0.575
FBtr0308795	1251	1073.16	0.270426	1.952
FBtr0075157	661	483.579	0.307494	1
FBtr0333366	1074	896.165	0.082535	0.497
FBtr0082097	2784	2606.16	2.29896	40.293
FBtr0070721	1868	1690.16	0.087978	1
FBtr0303104	3372	3194.16	0.127332	2.735
FBtr0100402	3384	3206.16	3.74394	80.725
FBtr0308855	6075	5897.16	9.94628	394.457
FBtr0080735	1934	1756.16	0.12873	1.52
FBtr0081340	628	450.61	83.1579	252
FBtr0078494	1842	1664.16	23.661	264.805
FBtr0073260	3657	3479.16	0.192216	4.497
FBtr0333727	2908	2730.16	0.749305	13.758
FBtr0331308	1819	1641.16	1.15229	12.718
FBtr0071094	643	465.594	4675.47	14639.6
FBtr0072475	2696	2518.16	1.90149	32.201
FBtr0301259	939	761.439	0.195285	1
FBtr0074174	2250	2072.16	1.16541	16.24
FBtr0339921	3148	2970.16	0.124353	2.484
FBtr0302643	3243	3065.16	0.701519	14.461
FBtr0075979	2691	2513.16	0.015652	0.265
FBtr0310147	2351	2173.16	0.577523	8.44
FBtr0301604	1722	1544.16	3.18408	33.065
FBtr0072335	1557	1379.16	0	0
FBtr0345536	1248	1070.16	5.90548	42.501
FBtr0083652	2845	2667.16	1.13505	20.359
FBtr0083649	2994	2816.16	1.01308	19.187
FBtr0333074	7272	7094.16	16.8486	803.823
FBtr0347032	610	432.628	0	0
FBtr0087359	2273	2095.16	0.12205	1.72
FBtr0084095	7188	7010.16	1.14089	53.786
FBtr0346730	654	476.583	0	0
FBtr0072993	2831	2653.16	6.42621	114.661
FBtr0079201	1290	1112.16	0.133701	1
FBtr0080039	3073	2895.16	0.294133	5.727
FBtr0343410	747	569.549	0	0
FBtr0087779	2778	2600.16	0	0
FBtr0081842	1524	1346.16	0.811216	7.344
FBtr0336968	2263	2085.16	0	0
FBtr0303158	610	432.628	8.24899	24
FBtr0071042	2573	2395.16	30.2773	487.696
FBtr0074623	3850	3672.16	21.8967	540.751
FBtr0302174	2966	2788.16	0	0
FBtr0331645	4147	3969.16	0.05709	1.524
FBtr0100183	1753	1575.16	184.93	1958.98
FBtr0329980	5506	5328.16	0.138492	4.962
FBtr0307174	1972	1794.16	1.64355	19.831
FBtr0080808	2603	2425.16	0	0
FBtr0345226	5811	5633.16	4.82413	182.754
FBtr0113480	3369	3191.16	0.018036	0.387
FBtr0088019	1186	1008.16	2.06491	14
FBtr0300864	1867	1689.16	0	0
FBtr0081564	977	799.396	0.33534	1.803
FBtr0300887	2360	2182.16	2.63012	38.597
FBtr0086060	3043	2865.16	68.8179	1326.01
FBtr0339759	3208	3030.16	19.5998	399.406
FBtr0345748	1595	1417.16	0.052268	0.498
FBtr0070647	2383	2205.16	0.067432	1
FBtr0330666	3896	3718.16	8.57297	214.366
FBtr0079809	3558	3380.16	14.4731	329
FBtr0079951	847	669.477	133.942	603.044
FBtr0310567	2399	2221.16	0.009649	0.144
FBtr0329941	5970	5792.16	2.76282	107.619
FBtr0088419	2966	2788.16	0.150029	2.813
FBtr0336467	3380	3202.16	1.37757	29.666
FBtr0343440	1961	1783.16	0	0
FBtr0112654	2110	1932.16	0.14837	1.928
FBtr0343382	727	549.556	9.75847	36.065
FBtr0080494	1533	1355.16	13.0509	118.94
FBtr0112545	5886	5708.16	6.18321	237.359
FBtr0339593	1035	857.165	3434.01	19795.3
FBtr0076276	597	419.631	177.885	502
FBtr0082833	1938	1760.16	6.70785	79.402
FBtr0342643	1513	1335.16	0	0
FBtr0346522	910	732.447	0.154169	0.759
FBtr0073063	2326	2148.16	17.175	248.119
FBtr0076793	3622	3444.16	0.118778	2.751
FBtr0307487	2098	1920.16	13.3638	172.569
FBtr0346521	559	381.65	0.033561	0.086
FBtr0305980	6216	6038.16	6.50078	263.977
FBtr0088046	1593	1415.16	160.133	1524
FBtr0335004	4209	4031.16	4.81438	130.517
FBtr0331654	6463	6285.16	15.6558	661.74
FBtr0086475	281	103.866	4.29487	3
FBtr0081276	1297	1119.16	12.1528	91.467
FBtr0081357	2976	2798.16	11.7303	220.738
FBtr0112851	4062	3884.16	23.749	620.354
FBtr0084167	3973	3795.16	0.396691	10.125
FBtr0084567	2621	2443.16	4.51131	74.123
FBtr0300712	1330	1152.16	20.7395	160.697
FBtr0309098	1488	1310.16	3.62274	31.92
FBtr0073972	2534	2356.16	19.8752	314.93
FBtr0303294	3407	3229.16	0.537179	11.666
FBtr0331560	1899	1721.16	67.1081	776.772
FBtr0344844	1494	1316.16	7.36472	65.187
FBtr0079985	861	683.46	13.7066	63
FBtr0080261	5936	5758.16	19.5667	757.702
FBtr0304948	4629	4451.16	0.514901	15.413
FBtr0300937	3634	3456.16	17.5971	409.008
FBtr0087764	699	521.567	34.521	121.085
FBtr0340260	6380	6202.16	0.023376	0.975
FBtr0075556	1034	856.165	1.56311	9
FBtr0302545	1127	949.165	11.0329	70.425
FBtr0080811	4219	4041.16	4.23151	115
FBtr0302544	2196	2018.16	3.64548	49.478
FBtr0333019	1397	1219.16	0.061244	0.502
FBtr0084353	1291	1113.16	0	0
FBtr0077722	1930	1752.16	0	0
FBtr0082275	773	595.539	64.4473	258.113
FBtr0073042	4593	4415.16	45.2896	1344.75
FBtr0087212	2028	1850.16	111.34	1385.35
FBtr0091475	2574	2396.16	0.24471	3.943
FBtr0091477	1656	1478.16	19.9739	198.556
FBtr0299761	4261	4083.16	0.552091	15.16
FBtr0308836	2526	2348.16	0.805606	12.722
FBtr0333428	2729	2551.16	2.1201	36.374
FBtr0308617	4627	4449.16	1.23249	36.877
FBtr0339762	3556	3378.16	0.008821	0.2
FBtr0087083	1298	1120.16	0.265492	2
FBtr0080137	478	300.704	0	0
FBtr0331598	4820	4642.16	0.160216	5.002
FBtr0300443	2525	2347.16	43.7864	691.16
FBtr0084967	1248	1070.16	101.849	733
FBtr0084837	4493	4315.16	52.6948	1529.19
FBtr0081254	4694	4516.16	152.357	4627.29
FBtr0345118	4063	3885.16	13.6954	357.834
FBtr0344719	4557	4379.16	9.87466	290.81
FBtr0334892	2191	2013.16	2.54257	34.423
FBtr0112797	5683	5505.16	29.7481	1101.35
FBtr0079222	906	728.447	0	0
FBtr0273404	2359	2181.16	20.3839	299
FBtr0332537	1469	1291.16	0	0
FBtr0308781	1198	1020.16	0	0
FBtr0086946	7489	7311.16	10.9671	539.229
FBtr0339445	5788	5610.16	7.09913	267.841
FBtr0073145	4280	4102.16	144.643	3990.32
FBtr0300194	3499	3321.16	0.044686	0.998
FBtr0076636	3303	3125.16	0.048045	1.01
FBtr0112896	2373	2195.16	9.94877	146.87
FBtr0081180	2317	2139.16	30.8633	444
FBtr0070435	2599	2421.16	4.40198	71.675
FBtr0080991	2787	2609.16	0.05699	1
FBtr0084215	2693	2515.16	7.44917	126
FBtr0331702	1497	1319.16	0.451546	4.006
FBtr0340551	1782	1604.16	3.52407	38.018
FBtr0081907	1908	1730.16	0.945594	11.002
FBtr0332052	1379	1201.16	0.347667	2.808
FBtr0088788	2527	2349.16	46.5879	736.009
FBtr0071487	1622	1444.16	3.48576	33.854
FBtr0080036	4318	4140.16	8.94723	249.116
FBtr0073212	1620	1442.16	50.1101	486
FBtr0333125	6041	5863.16	12.4319	490.19
FBtr0100255	2123	1945.16	1.3773	18.017
FBtr0340213	3151	2973.16	1.99829	39.955
FBtr0346683	2867	2689.16	34.7557	628.549
FBtr0076729	5041	4863.16	16.4501	538
FBtr0074354	1960	1782.16	34.2943	411.022
FBtr0074977	781	603.533	0	0
FBtr0084036	5353	5175.16	41.5478	1446
FBtr0308253	18006	17828.2	9.22367	1105.88
FBtr0078171	5391	5213.16	7.72063	270.676
FBtr0082813	2407	2229.16	1.13373	16.996
FBtr0071826	491	313.694	0	0
FBtr0336829	2044	1866.16	5.28799	66.365
FBtr0082809	2397	2219.16	1.49304	22.282
FBtr0089595	1207	1029.16	6.59777	45.664
FBtr0306383	2672	2494.16	0.219631	3.684
FBtr0301317	3169	2991.16	0	0
FBtr0072973	2817	2639.16	1.55373	27.576
FBtr0307552	2166	1988.16	2.88551	38.581
FBtr0087965	3460	3282.16	8.35113	184.332
FBtr0343336	1985	1807.16	1.03657	12.598
FBtr0343573	1987	1809.16	0.206692	2.515
FBtr0343326	317	139.842	0.000664	0.001
FBtr0082751	1883	1705.16	243.211	2788.98
FBtr0100239	5732	5554.16	0.05299	1.979
FBtr0343586	673	495.576	1.13467	3.782
FBtr0087417	1585	1407.16	1.55441	14.71
FBtr0083646	5546	5368.16	5.26775	190.172
FBtr0303762	2136	1958.16	0	0
FBtr0078856	1098	920.165	13.9503	86.326
FBtr0302992	2953	2775.16	0	0
FBtr0081795	1778	1600.16	100.453	1081
FBtr0452134	3299	3121.16	0.075743	1.59
FBtr0077672	1251	1073.16	6.56104	47.352
FBtr0335211	1142	964.165	17.1777	111.382
FBtr0113451	3095	2917.16	0.884018	17.343
FBtr0339824	1926	1748.16	2.53336	29.783
FBtr0113453	2409	2231.16	1.06806	16.026
FBtr0333417	1749	1571.16	0.672512	7.106
FBtr0329982	2174	1996.16	0.963065	12.928
FBtr0079687	1844	1666.16	0.319444	3.579
FBtr0299907	1459	1281.16	0.622395	5.362
FBtr0084641	2622	2444.16	0.363087	5.968
FBtr0079688	1236	1058.16	5.07309	36.101
FBtr0079686	2034	1856.16	0.497451	6.21
FBtr0301703	3096	2918.16	0.788719	15.478
FBtr0079689	1164	986.165	8.17281	54.202
FBtr0074010	3848	3670.16	2.34053	57.769
FBtr0110772	2347	2169.16	0.008382	0.122
FBtr0073364	682	504.573	0	0
FBtr0070490	2352	2174.16	2.25697	33
FBtr0345313	2321	2143.16	44.8348	646.199
FBtr0344845	1725	1547.16	4.34605	45.22
FBtr0081588	415	237.765	0	0
FBtr0345005	3755	3577.16	6.05768	145.727
FBtr0310633	4634	4456.16	1.23444	36.994
FBtr0078353	710	532.565	30.6675	109.836
FBtr0307344	1523	1345.16	0.200155	1.811
FBtr0071186	1242	1064.16	0.698659	5
FBtr0340592	868	690.458	0	0
FBtr0301366	2041	1863.16	0.743125	9.311
FBtr0076773	3311	3133.16	0.701158	14.774
FBtr0309498	4031	3853.16	0.037905	0.982
FBtr0076771	3673	3495.16	21.6908	509.845
FBtr0346141	373	195.81	2.78019	3.661
FBtr0330622	9554	9376.17	5.17357	326.221
FBtr0112817	3318	3140.16	3.24189	68.461
FBtr0072937	1070	892.165	8.17948	49.076
FBtr0300695	1941	1763.16	0	0
FBtr0339981	2815	2637.16	0	0
FBtr0301238	991	813.388	12.8265	70.162
FBtr0100258	1461	1283.16	3.43842	29.671
FBtr0332790	5074	4896.16	1.49477	49.218
FBtr0336633	3876	3698.16	8.24292	205.005
FBtr0079662	1172	994.165	4.93582	33
FBtr0273321	1002	824.165	22.1151	122.574
FBtr0087145	2570	2392.16	2.95873	47.598
FBtr0080311	2297	2119.16	1.74042	24.804
FBtr0074210	1176	998.165	261.146	1753
FBtr0081914	3092	2914.16	25.1047	492
FBtr0346627	2398	2220.16	5.49351	82.022
FBtr0079762	971	793.404	0.29584	1.579
FBtr0333882	945	767.436	2.59096	13.372
FBtr0075586	639	461.596	0	0
FBtr0086660	4620	4442.16	31.4029	938.125
FBtr0331705	3470	3292.16	0.112206	2.484
FBtr0071280	3246	3068.16	19.8487	409.55
FBtr0086508	3472	3294.16	2.49836	55.347
FBtr0080409	898	720.447	0	0
FBtr0071420	1026	848.165	0	0
FBtr0084604	7244	7066.16	37.2051	1768
FBtr0077462	2960	2782.16	14.2168	266
FBtr0290252	569	391.645	0	0
FBtr0335438	880	702.452	0.211684	1
FBtr0334893	2418	2240.16	1.69719	25.569
FBtr0343373	3617	3439.16	3.89022	89.975
FBtr0339572	2989	2811.16	0	0
FBtr0076318	4515	4337.16	21.9116	639.111
FBtr0086569	4279	4101.16	1.38557	38.215
FBtr0300750	2652	2474.16	41.1897	685.352
FBtr0085321	3280	3102.16	0.0273	0.57
FBtr0079590	536	358.66	151.326	365
FBtr0074166	1487	1309.16	26.6107	234.286
FBtr0310003	1880	1702.16	0.041008	0.469
FBtr0301805	1105	927.165	48.8605	304.657
FBtr0082311	901	723.447	28.3646	138
FBtr0337031	2123	1945.16	3.45148	45.15
FBtr0273251	1813	1635.16	0	0
FBtr0083443	887	709.448	0.002029	0.01
FBtr0335172	785	607.529	0	0
FBtr0343309	2256	2078.16	0.982892	13.737
FBtr0089007	3869	3691.16	1.84468	45.791
FBtr0075558	4498	4320.16	12.3671	359.305
FBtr0332006	747	569.549	0	0
FBtr0331778	797	619.519	0	0
FBtr0084931	1373	1195.16	6.93215	55.717
FBtr0343553	3746	3568.16	0.10924	2.621
FBtr0089295	540	362.659	0	0
FBtr0305915	7282	7104.16	6.72542	321.313
FBtr0087516	1839	1661.16	0.179028	2
FBtr0075344	7543	7365.16	19.6333	972.459
FBtr0304906	9289	9111.17	2.60019	159.322
FBtr0290300	4614	4436.16	0.500639	14.936
FBtr0301030	964	786.412	0.091686	0.485
FBtr0072695	751	573.547	0.105792	0.408
FBtr0077213	1692	1514.16	0.196409	2
FBtr0076273	1212	1034.16	0	0
FBtr0308322	3799	3621.16	5.12382	124.778
FBtr0452147	8459	8281.17	0.028364	1.58
FBtr0342822	12883	12705.2	1.53003	130.73
FBtr0347442	165	26.409	0	0
FBtr0289975	943	765.438	0	0
FBtr0088571	2943	2765.16	3.94679	73.394
FBtr0342809	12553	12375.2	2.74948	228.822
FBtr0306566	3020	2842.16	5.2925	101.159
FBtr0310303	4485	4307.16	0.154459	4.474
FBtr0342812	12763	12585.2	1.97671	167.301
FBtr0342814	12523	12345.2	2.57052	213.41
FBtr0334546	3064	2886.16	0.357426	6.938
FBtr0113871	5486	5308.16	1.21006	43.196
FBtr0303560	2160	1982.16	7.04676	93.934
FBtr0071366	1969	1791.16	90.9194	1095.19
FBtr0075833	4628	4450.16	0.711748	21.301
FBtr0332808	1589	1411.16	0.241706	2.294
FBtr0082113	1479	1301.16	29.9079	261.706
FBtr0076328	631	453.604	0	0
FBtr0086834	2143	1965.16	0.227	3
FBtr0334948	5210	5032.16	3.72016	125.896
FBtr0299855	707	529.565	0.34245	1.22
FBtr0070830	2388	2210.16	56.7162	843
FBtr0334947	6315	6137.16	15.7991	652.073
FBtr0345251	823	645.496	0	0
FBtr0079664	2620	2442.16	203.756	3346.43
FBtr0086236	954	776.428	61.6825	322.076
FBtr0302732	8975	8797.17	0.660302	39.064
FBtr0076772	5047	4869.16	7.70793	252.399
FBtr0084158	1146	968.165	3.68609	24
FBtr0081495	4691	4513.16	0.86804	26.346
FBtr0080212	1191	1013.16	7.19151	49
FBtr0087447	904	726.447	0	0
FBtr0084962	2969	2791.16	48.4008	908.519
FBtr0072208	1340	1162.16	15.9936	125
FBtr0086707	2136	1958.16	0.075937	1
FBtr0301408	3436	3258.16	0.009214	0.202
FBtr0085444	1683	1505.16	80.4269	814.107
FBtr0332989	1196	1018.16	0.061106	0.418
FBtr0087293	1761	1583.16	3.49694	37.231
FBtr0332754	1838	1660.16	0	0
FBtr0072902	1344	1166.16	0.12751	1
FBtr0343700	712	534.564	0	0
FBtr0070239	5365	5187.16	4.60974	160.806
FBtr0301335	2638	2460.16	1.00277	16.591
FBtr0332421	816	638.497	0.16352	0.702
FBtr0273288	5744	5566.16	0.00766	0.287
FBtr0336822	1234	1056.16	0	0
FBtr0304907	340	162.827	0	0
FBtr0084402	4195	4017.16	0.81423	21.997
FBtr0082222	855	677.468	0.43898	2
FBtr0345367	2882	2704.16	0.304484	5.537
FBtr0113122	2172	1994.16	3.51623	47.156
FBtr0303156	572	394.643	6.22565	16.523
FBtr0332728	1166	988.165	0.700167	4.653
FBtr0082766	2640	2462.16	0.120847	2.001
FBtr0332932	10303	10125.2	0.173244	11.797
FBtr0085704	3817	3639.16	151.339	3703.8
FBtr0112737	853	675.471	0.880557	4
FBtr0080031	3499	3321.16	3.80478	84.98
FBtr0080267	3305	3127.16	0	0
FBtr0305312	818	640.496	11.1507	48.03
FBtr0301847	3338	3160.16	47.4466	1008.35
FBtr0334891	4082	3904.16	0.692495	18.182
FBtr0087574	3217	3039.16	13.9782	285.693
FBtr0340266	3375	3197.16	1.20634	25.938
FBtr0070985	3291	3113.16	19.0408	398.642
FBtr0301766	6874	6696.16	1.93344	87.067
FBtr0079800	2816	2638.16	4.34031	77.005
FBtr0081278	1342	1164.16	1.78148	13.947
FBtr0344843	854	676.47	22.1019	100.548
FBtr0344717	4869	4691.16	3.46287	109.248
FBtr0339114	1390	1212.16	0.090341	0.736
FBtr0075606	818	640.496	0	0
FBtr0305041	6647	6469.16	1.50508	65.479
FBtr0334113	1328	1150.16	8.36622	64.712
FBtr0113259	1868	1690.16	0.805694	9.158
FBtr0303755	710	532.565	0	0
FBtr0333677	958	780.419	2.05124	10.766
FBtr0075961	924	746.44	34.0648	171
FBtr0070080	1119	941.165	0.525054	3.323
FBtr0273283	2581	2403.16	2.7501	44.446
FBtr0339796	1357	1179.16	0.466534	3.7
FBtr0083123	1806	1628.16	21.1882	232
FBtr0273282	2679	2501.16	57.6107	969.04
FBtr0079320	1655	1477.16	0.812063	8.067
FBtr0310411	1164	986.165	2.96953	19.694
FBtr0346194	1711	1533.16	7.2e-05	0.001
FBtr0077920	2090	1912.16	26.5817	341.825
FBtr0301794	6590	6412.16	2.67653	115.418
FBtr0329825	1179	1001.16	4.13527	27.842
FBtr0333026	3713	3535.16	0.021068	0.501
FBtr0078395	2347	2169.16	0	0
FBtr0332078	3282	3104.16	0.882541	18.424
FBtr0072325	668	490.577	21.534	71.044
FBtr0113425	3357	3179.16	2.25536	48.22
FBtr0346509	402	224.782	0	0
FBtr0079388	718	540.561	0.82524	3
FBtr0072746	2002	1824.16	10.995	134.882
FBtr0084936	2918	2740.16	2.57029	47.365
FBtr0301710	4379	4201.16	18.5463	523.99
FBtr0346422	858	680.463	0.218524	1
FBtr0334974	3239	3061.16	0	0
FBtr0076237	5712	5534.16	6.43609	239.536
FBtr0084431	1686	1508.16	6.89519	69.934
FBtr0087622	1316	1138.16	1.17548	8.997
FBtr0332425	4128	3950.16	0.037643	1
FBtr0333270	5337	5159.16	0.377775	13.107
FBtr0085359	5529	5351.16	11.6129	417.914
FBtr0081761	3238	3060.16	0	0
FBtr0088662	3523	3345.16	0.314866	7.083
FBtr0308352	1643	1465.16	20.7375	204.333
FBtr0073306	1126	948.165	0	0
FBtr0309099	802	624.516	25.9654	109.052
FBtr0078594	1129	951.165	0	0
FBtr0302665	5583	5405.16	0.758178	27.56
FBtr0300562	2617	2439.16	5.73478	94.071
FBtr0343105	6080	5902.16	0.050089	1.988
FBtr0084344	429	251.746	0	0
FBtr0114496	2711	2533.16	0.095049	1.619
FBtr0078059	6672	6494.16	39.0904	1707.22
FBtr0074760	1374	1196.16	36.7645	295.744
FBtr0080252	6939	6761.16	0	0
FBtr0086202	1763	1585.16	3.16874	33.78
FBtr0305220	419	241.76	0	0
FBtr0332742	1164	986.165	0.099589	0.66
FBtr0085034	810	632.509	0	0
FBtr0302294	6321	6143.16	2.1443	88.588
FBtr0343274	1605	1427.16	24.0246	230.583
FBtr0078861	2130	1952.16	6.22959	81.785
FBtr0339986	6297	6119.16	2.24876	92.54
FBtr0077264	2676	2498.16	171.161	2875.56
FBtr0332312	5932	5754.16	0	0
FBtr0100144	3160	2982.16	2.48818	49.901
FBtr0084563	13001	12823.2	71.1539	6136.06
FBtr0340308	2565	2387.16	259.462	4165.35
FBtr0100432	866	688.459	0	0
FBtr0342613	493	315.692	0	0
FBtr0300615	2611	2433.16	0	0
FBtr0306595	4706	4528.16	0.252498	7.689
FBtr0073160	2408	2230.16	4.934	74
FBtr0078496	3760	3582.16	0.140558	3.386
FBtr0303748	1578	1400.16	0.426002	4.011
FBtr0080984	1051	873.165	19.2436	113
FBtr0300018	797	619.519	0	0
FBtr0306938	3941	3763.16	1.83053	46.326
FBtr0083057	2368	2190.16	2872.85	42314.2
FBtr0078737	999	821.165	4.16487	23
FBtr0076666	830	652.488	0.227893	1
FBtr0344096	7085	6907.16	0.007902	0.367
FBtr0302556	1695	1517.16	0.049366	0.504
FBtr0307053	499	321.687	0	0
FBtr0085539	1080	902.165	509.566	3091.59
FBtr0072190	875	697.453	0.220529	1.034
FBtr0303342	5240	5062.16	0.059708	2.033
FBtr0307165	6600	6422.16	8.6151	372.081
FBtr0074840	2070	1892.16	76.7785	977
FBtr0336871	1381	1203.16	6.59553	53.367
FBtr0086911	873	695.454	0.953433	4.459
FBtr0113130	3145	2967.16	2.12255	42.354
FBtr0087005	1402	1224.16	5.89067	48.495
FBtr0112367	401	223.784	0.664471	1
FBtr0304702	1548	1370.16	0	0
FBtr0339118	1590	1412.16	0.315893	3
FBtr0077101	3512	3334.16	15.8551	355.51
FBtr0344392	2067	1889.16	1.75539	22.302
FBtr0339326	340	162.827	0	0
FBtr0085843	9194	9016.17	41.0967	2491.87
FBtr0339098	3629	3451.16	0.329594	7.65
FBtr0345284	7812	7634.16	1.04728	53.767
FBtr0082417	1378	1200.16	3.96472	32
FBtr0273349	1138	960.165	0.168663	1.089
FBtr0307343	1047	869.165	1.70215	9.949
FBtr0290135	3032	2854.16	6.04342	116
FBtr0113270	6507	6329.16	22.9284	975.923
FBtr0077930	1387	1209.16	0	0
FBtr0071238	3241	3063.16	0.131608	2.711
FBtr0346538	4779	4601.16	3.76981	116.65
FBtr0078370	654	476.583	0.624016	2
FBtr0084715	2980	2802.16	1.424	26.835
FBtr0110847	1794	1616.16	0.443845	4.824
FBtr0113129	2688	2510.16	8.94532	151.006
FBtr0300596	3874	3696.16	121.596	3022.5
FBtr0339375	1608	1430.16	19.5307	187.845
FBtr0085270	1246	1068.16	44.7067	321.149
FBtr0075945	4088	3910.16	10.6778	280.785
FBtr0080274	876	698.453	1.45394	6.829
FBtr0071386	1762	1584.16	0.013104	0.14
FBtr0089307	3778	3600.16	0.711867	17.235
FBtr0076485	1455	1277.16	1.2846	11.033
FBtr0082683	1095	917.165	0.162127	1
FBtr0308254	17733	17555.2	8.75157	1033.21
FBtr0082844	613	435.625	0	0
FBtr0081972	1525	1347.16	2.09719	19
FBtr0075687	694	516.569	0	0
FBtr0074326	1034	856.165	0.409889	2.36
FBtr0343574	3491	3313.16	4.9648	110.622
FBtr0071731	1258	1080.16	0	0
