Name	Length	EffectiveLength	TPM	NumReads
FBtr0343382	727	526.567	17.1244	191.762
FBtr0080494	1533	1332.57	10.9698	310.873
FBtr0112545	5886	5685.57	6.00835	726.48
FBtr0339593	1035	834.567	3672.05	65172.5
FBtr0076276	597	396.567	180.588	1523
FBtr0082833	1938	1737.57	7.36274	272.067
FBtr0342643	1513	1312.57	0.017571	0.49
FBtr0346522	910	709.567	1.0174	15.353
FBtr0073063	2326	2125.57	22.4456	1014.61
FBtr0076793	3622	3421.57	0.160647	11.689
FBtr0307487	2098	1897.57	10.9959	443.735
FBtr0346521	559	358.568	47.5523	362.608
FBtr0305980	6216	6015.57	3.71948	475.831
FBtr0088046	1593	1392.57	169.265	5012.77
FBtr0335004	4209	4008.57	4.83189	411.908
FBtr0331654	6463	6262.57	18.598	2476.93
FBtr0086475	281	102.929	0	0
FBtr0081276	1297	1096.57	26.8178	625.393
FBtr0081357	2976	2775.57	2.573	151.875
FBtr0112851	4062	3861.57	8.95568	735.455
FBtr0084167	3973	3772.57	0.199558	16.01
FBtr0084567	2621	2420.57	0.647989	33.356
FBtr0300712	1330	1129.57	26.3614	633.249
FBtr0309098	1488	1287.57	2.57548	70.522
FBtr0073972	2534	2333.57	13.4315	666.561
FBtr0303294	3407	3206.57	1.2189	83.119
FBtr0331560	1899	1698.57	43.7614	1580.77
FBtr0344844	1494	1293.57	6.02695	165.799
FBtr0079985	861	660.567	16.4438	231
FBtr0080261	5936	5735.57	1.9062	232.508
FBtr0304948	4629	4428.57	0.478075	45.025
FBtr0300937	3634	3433.57	29.7545	2172.66
FBtr0087764	699	498.567	42.1811	447.235
FBtr0340260	6380	6179.57	0.021922	2.881
FBtr0075556	1034	833.567	1.29746	23
FBtr0302545	1127	926.567	9.78439	192.799
FBtr0080811	4219	4018.57	2.85512	244
FBtr0302544	2196	1995.57	15.7137	666.867
FBtr0333019	1397	1196.57	0.377701	9.611
FBtr0084353	1291	1090.57	0.043117	1
FBtr0077722	1930	1729.57	0.027187	1
FBtr0082275	773	572.567	90.6062	1103.26
FBtr0073042	4593	4392.57	42.0057	3923.93
FBtr0087212	2028	1827.57	244.328	9496
FBtr0091475	2574	2373.57	0.174841	8.825
FBtr0091477	1656	1455.57	19.0231	588.854
FBtr0299761	4261	4060.57	0.47229	40.784
FBtr0308836	2526	2325.57	1.70881	84.512
FBtr0333428	2729	2528.57	7.13871	383.874
FBtr0308617	4627	4426.57	2.79559	263.169
FBtr0339762	3556	3355.57	0.140123	9.999
FBtr0087083	1298	1097.57	0.17137	4
FBtr0080137	478	277.641	0.014354	0.085
FBtr0331598	4820	4619.57	0.086314	8.48
FBtr0300443	2525	2324.57	40.4653	2000.41
FBtr0084967	1248	1047.57	102.074	2274
FBtr0084837	4493	4292.57	48.7605	4451.23
FBtr0081254	4694	4493.57	86.0459	8222.72
FBtr0345118	4063	3862.57	20.4997	1683.91
FBtr0344719	4557	4356.57	7.54409	698.949
FBtr0334892	2191	1990.57	1.65943	70.247
FBtr0112797	5683	5482.57	11.9287	1390.82
FBtr0079222	906	705.567	0	0
FBtr0273404	2359	2158.57	33.5932	1542.1
FBtr0332537	1469	1268.57	0.037827	1.02
FBtr0308781	1198	997.567	0.023573	0.5
FBtr0086946	7489	7288.57	6.98074	1082.03
FBtr0339445	5788	5587.57	9.22421	1096.09
FBtr0073145	4280	4079.57	259.19	22486.7
FBtr0300194	3499	3298.57	0.028339	1.988
FBtr0076636	3303	3102.57	0.031194	2.058
FBtr0112896	2373	2172.57	4.33827	200.44
FBtr0081180	2317	2116.57	32.4804	1462
FBtr0070435	2599	2398.57	0.716481	36.547
FBtr0080991	2787	2586.57	0.01818	1
FBtr0084215	2693	2492.57	10.8474	575
FBtr0331702	1497	1296.57	0.526922	14.529
FBtr0340551	1782	1581.57	3.29329	110.767
FBtr0081907	1908	1707.57	0.860899	31.263
FBtr0332052	1379	1178.57	0.210474	5.275
FBtr0088788	2527	2326.57	39.3009	1944.52
FBtr0071487	1622	1421.57	3.6365	109.937
FBtr0080036	4318	4117.57	10.3176	903.47
FBtr0073212	1620	1419.57	61.5123	1857
FBtr0333125	6041	5840.57	10.983	1364.18
FBtr0100255	2123	1922.57	0.336347	13.752
FBtr0340213	3151	2950.57	2.29302	143.882
FBtr0346683	2867	2666.57	53.1771	3015.59
FBtr0076729	5041	4840.57	10.4243	1073.09
FBtr0074354	1960	1759.57	34.1725	1278.72
FBtr0074977	781	580.567	0	0
FBtr0084036	5353	5152.57	31.1377	3411.97
FBtr0308253	18006	17805.6	4.3872	1661.26
FBtr0078171	5391	5190.57	8.08038	891.951
FBtr0082813	2407	2206.57	1.26816	59.509
FBtr0071826	491	290.608	0.012482	0.077
FBtr0336829	2044	1843.57	4.84923	190.119
FBtr0082809	2397	2196.57	1.15369	53.892
FBtr0089595	1207	1006.57	3.15492	67.534
FBtr0306383	2672	2471.57	0.234361	12.318
FBtr0301317	3169	2968.57	0.22701	14.331
FBtr0072973	2817	2616.57	3.09237	172.075
FBtr0307552	2166	1965.57	6.01652	251.494
FBtr0087965	3460	3259.57	7.45167	516.545
FBtr0343336	1985	1784.57	1.69121	64.184
FBtr0343573	1987	1786.57	0.423336	16.084
FBtr0343326	317	128.219	0.000138	0
FBtr0082751	1883	1682.57	257.203	9203.28
FBtr0100239	5732	5531.57	0.080517	9.472
FBtr0343586	673	472.567	11.3971	114.539
FBtr0087417	1585	1384.57	1.97426	58.132
FBtr0083646	5546	5345.57	7.4032	841.603
FBtr0303762	2136	1935.57	0.025315	1.042
FBtr0078856	1098	897.567	26.671	509.096
FBtr0302992	2953	2752.57	0	0
FBtr0081795	1778	1577.57	133.68	4484.85
FBtr0452134	3299	3098.57	0.037658	2.481
FBtr0077672	1251	1050.57	35.6135	795.67
FBtr0335211	1142	941.567	27.0497	541.637
FBtr0113451	3095	2894.57	0.639319	39.355
FBtr0339824	1926	1725.57	0.3354	12.308
FBtr0113453	2409	2208.57	0.673961	31.655
FBtr0333417	1749	1548.57	0.243729	8.027
FBtr0329982	2174	1973.57	0.70294	29.503
FBtr0079687	1844	1643.57	0.185931	6.499
FBtr0299907	1459	1258.57	5.50663	147.386
FBtr0084641	2622	2421.57	0.823716	42.42
FBtr0079688	1236	1035.57	4.55565	100.328
FBtr0079686	2034	1833.57	0.088915	3.467
FBtr0301703	3096	2895.57	1.177	72.477
FBtr0079689	1164	963.567	5.58561	114.458
FBtr0074010	3848	3647.57	0.940552	72.959
FBtr0110772	2347	2146.57	0.006897	0.315
FBtr0073364	682	481.567	0	0
FBtr0070490	2352	2151.57	4.06503	186
FBtr0345313	2321	2120.57	28.9025	1303.41
FBtr0344845	1725	1524.57	2.16278	70.122
FBtr0081588	415	215.418	0	0
FBtr0345005	3755	3554.57	7.75393	586.142
FBtr0310633	4634	4433.57	0.571235	53.859
FBtr0078353	710	509.567	37.3096	404.312
FBtr0307344	1523	1322.57	0.169555	4.769
FBtr0071186	1242	1041.57	0.451459	10
FBtr0340592	868	667.567	0	0
FBtr0301366	2041	1840.57	0.502123	19.654
FBtr0076773	3311	3110.57	0.434284	28.728
FBtr0309498	4031	3830.57	0.06849	5.579
FBtr0076771	3673	3472.57	4.74131	350.141
FBtr0346141	373	175.649	2.31317	8.641
FBtr0330622	9554	9353.57	2.49911	497.115
FBtr0112817	3318	3117.57	1.68765	111.89
FBtr0072937	1070	869.567	3.4247	63.332
FBtr0300695	1941	1740.57	0	0
FBtr0339981	2815	2614.57	0	0
FBtr0301238	991	790.567	16.5034	277.463
FBtr0100258	1461	1260.57	2.57246	68.962
FBtr0332790	5074	4873.57	1.88687	195.562
FBtr0336633	3876	3675.57	12.4098	970.023
FBtr0079662	1172	971.567	9.60715	198.5
FBtr0273321	1002	801.567	16.0623	273.806
FBtr0087145	2570	2369.57	4.18543	210.913
FBtr0080311	2297	2096.57	0.80509	35.896
FBtr0074210	1176	975.567	294.744	6115
FBtr0081914	3092	2891.57	28.7349	1767
FBtr0346627	2398	2197.57	15.7903	737.949
FBtr0079762	971	770.567	1.08273	17.743
FBtr0333882	945	744.567	5.20903	82.481
FBtr0075586	639	438.567	0	0
FBtr0086660	4620	4419.57	21.7711	2046.23
FBtr0331705	3470	3269.57	0.238226	16.564
FBtr0071280	3246	3045.57	14.0442	909.622
FBtr0086508	3472	3271.57	4.10186	285.385
FBtr0080409	898	697.567	0.337047	5
FBtr0071420	1026	825.567	0.113916	2
FBtr0084604	7244	7043.57	28.9123	4330.81
FBtr0077462	2960	2759.57	15.6596	919
FBtr0290252	569	368.567	0	0
FBtr0335438	880	679.567	0.393846	5.692
FBtr0334893	2418	2217.57	2.35432	111.029
FBtr0343373	3617	3416.57	3.94286	286.481
FBtr0339572	2989	2788.57	0.024406	1.447
FBtr0076318	4515	4314.57	5.09713	467.689
FBtr0086569	4279	4078.57	1.29124	111.998
FBtr0300750	2652	2451.57	12.3	641.271
FBtr0085321	3280	3079.57	0.039731	2.602
FBtr0079590	536	335.571	291.183	2078
FBtr0074166	1487	1286.57	35.3556	967.354
FBtr0310003	1880	1679.57	0.019566	0.699
FBtr0301805	1105	904.567	49.9591	961.057
FBtr0082311	901	700.567	32.7737	488.28
FBtr0337031	2123	1922.57	3.70429	151.454
FBtr0273251	1813	1612.57	0.1458	5
FBtr0083443	887	686.567	9.3e-05	0.001
FBtr0335172	785	584.567	0	0
FBtr0343309	2256	2055.57	1.36369	59.613
FBtr0089007	3869	3668.57	3.11432	242.97
FBtr0075558	4498	4297.57	54.0651	4941.22
FBtr0332006	747	546.567	0.086209	1.002
FBtr0331778	797	596.567	0.380212	4.824
FBtr0084931	1373	1172.57	5.76626	143.789
FBtr0343553	3746	3545.57	0.034774	2.622
FBtr0089295	540	339.57	0	0
FBtr0305915	7282	7081.57	8.50334	1280.6
FBtr0087516	1839	1638.57	0.143487	5
FBtr0075344	7543	7342.57	25.4346	3971.62
FBtr0304906	9289	9088.57	3.42831	662.629
FBtr0290300	4614	4413.57	0.220167	20.665
FBtr0301030	964	763.567	0.057529	0.934
FBtr0072695	751	550.567	0.243077	2.846
FBtr0077213	1692	1491.57	0.220679	7
FBtr0076273	1212	1011.57	0.157411	3.386
FBtr0308322	3799	3598.57	2.51584	192.534
FBtr0452147	8459	8258.57	0.023796	4.179
FBtr0342822	12883	12682.6	0.740901	199.831
FBtr0347442	165	50.625	0	0
FBtr0289975	943	742.567	0	0
FBtr0088571	2943	2742.57	3.78816	220.943
FBtr0342809	12553	12352.6	1.30137	341.862
FBtr0306566	3020	2819.57	12.3146	738.411
FBtr0310303	4485	4284.57	0.043237	3.94
FBtr0342812	12763	12562.6	0.871377	232.798
FBtr0342814	12523	12322.6	11.1682	2926.7
FBtr0334546	3064	2863.57	0.437654	26.652
FBtr0113871	5486	5285.57	1.14865	129.114
FBtr0303560	2160	1959.57	7.84156	326.781
FBtr0071366	1969	1768.57	76.0565	2860.57
FBtr0075833	4628	4427.57	0.649508	61.157
FBtr0332808	1589	1388.57	0.504494	14.898
FBtr0082113	1479	1278.57	39.0247	1061.1
FBtr0076328	631	430.567	0.14118	1.293
FBtr0086834	2143	1942.57	0.121032	5
FBtr0334948	5210	5009.57	2.96076	315.426
FBtr0299855	707	506.567	0.081423	0.877
FBtr0070830	2388	2187.57	51.4814	2395
FBtr0334947	6315	6114.57	7.57287	984.738
FBtr0345251	823	622.567	0	0
FBtr0079664	2620	2419.57	126.494	6508.8
FBtr0086236	954	753.567	29.4586	472.093
FBtr0302732	8975	8774.57	0.397194	74.118
FBtr0076772	5047	4846.57	30.1142	3103.84
FBtr0084158	1146	945.567	4.92321	99
FBtr0081495	4691	4490.57	1.02278	97.673
FBtr0080212	1191	990.567	8.92442	188
FBtr0087447	904	703.567	0	0
FBtr0084962	2969	2768.57	28.1783	1659.07
FBtr0072208	1340	1139.57	18.8574	457
FBtr0086707	2136	1935.57	0.049175	2.024
FBtr0301408	3436	3235.57	0.016885	1.162
FBtr0085444	1683	1482.57	20.9016	659.003
FBtr0332989	1196	995.567	0.040968	0.867
FBtr0087293	1761	1560.57	7.77796	258.132
FBtr0332754	1838	1637.57	0.014277	0.497
FBtr0072902	1344	1143.57	0.49343	12
FBtr0343700	712	511.567	0	0
FBtr0070239	5365	5164.57	9.85904	1082.84
FBtr0301335	2638	2437.57	0.832701	43.166
FBtr0332421	816	615.567	0.04621	0.605
FBtr0273288	5744	5543.57	0.002753	0.325
FBtr0336822	1234	1033.57	0.131685	2.894
FBtr0304907	340	146.662	0	0
FBtr0084402	4195	3994.57	1.27394	108.221
FBtr0082222	855	654.567	0.071838	1
FBtr0345367	2882	2681.57	0.663816	37.856
FBtr0113122	2172	1971.57	0.253956	10.648
FBtr0303156	572	371.567	7.46259	58.969
FBtr0332728	1166	965.567	9.50079	195.091
FBtr0082766	2640	2439.57	0.224858	11.666
FBtr0332932	10303	10102.6	0.063843	13.716
FBtr0085704	3817	3616.57	156.972	12073
FBtr0112737	853	652.567	2.66614	37
FBtr0080031	3499	3298.57	1.74473	122.39
FBtr0080267	3305	3104.57	0	0
FBtr0305312	818	617.567	1.64377	21.588
FBtr0301847	3338	3137.57	26.0919	1740.98
FBtr0334891	4082	3881.57	0.576334	47.575
FBtr0087574	3217	3016.57	12.1677	780.579
FBtr0340266	3375	3174.57	0.755988	51.038
FBtr0070985	3291	3090.57	1.60434	105.446
FBtr0301766	6874	6673.57	1.45331	206.258
FBtr0079800	2816	2615.57	2.5914	144.143
FBtr0081278	1342	1141.57	1.15922	28.142
FBtr0344843	854	653.567	23.5387	327.164
FBtr0344717	4869	4668.57	4.29958	426.878
FBtr0339114	1390	1189.57	0.203983	5.16
FBtr0075606	818	617.567	0.005069	0.067
FBtr0305041	6647	6446.57	1.78066	244.121
FBtr0334113	1328	1127.57	3.44106	82.514
FBtr0113259	1868	1667.57	0.121782	4.319
FBtr0303755	710	509.567	0	0
FBtr0333677	958	757.567	7.58412	122.186
FBtr0075961	924	723.567	49.639	763.829
FBtr0070080	1119	918.567	0.125342	2.449
FBtr0273283	2581	2380.57	2.19576	111.163
FBtr0339796	1357	1156.57	0.625353	15.381
FBtr0083123	1806	1605.57	15.5515	531
FBtr0273282	2679	2478.57	27.9077	1471.02
FBtr0079320	1655	1454.57	0.482516	14.926
FBtr0310411	1164	963.567	3.09146	63.349
FBtr0346194	1711	1510.57	0.016423	0.528
FBtr0077920	2090	1889.57	51.8672	2084.25
FBtr0301794	6590	6389.57	3.43139	466.268
FBtr0329825	1179	978.567	2.8294	58.881
FBtr0333026	3713	3512.57	0.585929	43.769
FBtr0078395	2347	2146.57	0.065795	3.004
FBtr0332078	3282	3081.57	0.612722	40.154
FBtr0072325	668	467.567	25.8386	256.925
FBtr0113425	3357	3156.57	0.542804	36.438
FBtr0346509	402	202.87	0	0
FBtr0079388	718	517.567	0.454265	5
FBtr0072746	2002	1801.57	2.61512	100.193
FBtr0084936	2918	2717.57	2.48973	143.889
FBtr0301710	4379	4178.57	8.5086	756.101
FBtr0346422	858	657.567	0.035775	0.5
FBtr0334974	3239	3038.57	0.004738	0.306
FBtr0076237	5712	5511.57	5.08887	596.473
FBtr0084431	1686	1485.57	8.41057	265.712
FBtr0087622	1316	1115.57	0.372972	8.848
FBtr0332425	4128	3927.57	0.017959	1.5
FBtr0333270	5337	5136.57	0.622693	68.021
FBtr0085359	5529	5328.57	22.842	2588.44
FBtr0081761	3238	3037.57	0.002547	0.165
FBtr0088662	3523	3322.57	0.808851	57.153
FBtr0308352	1643	1442.57	10.1538	311.499
FBtr0073306	1126	925.567	0.050804	1
FBtr0309099	802	601.567	12.1725	155.725
FBtr0078594	1129	928.567	0	0
FBtr0302665	5583	5382.57	0.48804	55.865
FBtr0300562	2617	2416.57	8.35975	429.622
FBtr0343105	6080	5879.57	0.01212	1.515
FBtr0084344	429	229.089	0	0
FBtr0114496	2711	2510.57	0.072267	3.858
FBtr0078059	6672	6471.57	31.3169	4310.05
FBtr0074760	1374	1173.57	29.3138	731.6
FBtr0080252	6939	6738.57	0.034902	5.002
FBtr0086202	1763	1562.57	5.32074	176.809
FBtr0305220	419	219.309	0	0
FBtr0332742	1164	963.567	0.112043	2.296
FBtr0085034	810	609.567	0	0
FBtr0302294	6321	6120.57	1.87142	243.588
FBtr0343274	1605	1404.57	15.5481	464.424
FBtr0078861	2130	1929.57	5.71623	234.565
FBtr0339986	6297	6096.57	1.48272	192.237
FBtr0077264	2676	2475.57	166.988	8791.31
FBtr0332312	5932	5731.57	0.058912	7.181
FBtr0100144	3160	2959.57	2.08941	131.506
FBtr0084563	13001	12800.6	26.596	7240.03
FBtr0340308	2565	2364.57	128.939	6483.79
FBtr0100432	866	665.567	0.141301	2
FBtr0342613	493	292.605	0	0
FBtr0300615	2611	2410.57	0.07779	3.988
FBtr0306595	4706	4505.57	0.254295	24.366
FBtr0073160	2408	2207.57	6.49668	305
FBtr0078496	3760	3559.57	0.200912	15.209
FBtr0303748	1578	1377.57	1.94382	56.946
FBtr0080984	1051	850.567	23.4403	424
FBtr0300018	797	596.567	0.098421	1.249
FBtr0306938	3941	3740.57	2.72863	217.058
FBtr0083057	2368	2167.57	2818.61	129927
FBtr0078737	999	798.567	5.41729	92
FBtr0076666	830	629.567	0	0
FBtr0344096	7085	6884.57	0.023653	3.463
FBtr0302556	1695	1494.57	0	0
FBtr0307053	499	298.596	0	0
FBtr0085539	1080	879.567	240.131	4491.7
FBtr0072190	875	674.567	1.94247	27.866
FBtr0303342	5240	5039.57	0.117365	12.578
FBtr0307165	6600	6399.57	4.28618	583.331
FBtr0074840	2070	1869.57	77.9447	3099
FBtr0336871	1381	1180.57	7.42965	186.532
FBtr0086911	873	672.567	4.92411	70.43
FBtr0113130	3145	2944.57	1.37705	86.231
FBtr0087005	1402	1201.57	7.22086	184.515
FBtr0112367	401	201.912	0.465771	2
FBtr0304702	1548	1347.57	0	0
FBtr0339118	1590	1389.57	0.304557	9
FBtr0077101	3512	3311.57	4.02807	283.677
FBtr0344392	2067	1866.57	0.845699	33.57
FBtr0339326	340	146.662	0	0
FBtr0085843	9194	8993.57	27.1844	5199.32
FBtr0339098	3629	3428.57	0.488912	35.648
FBtr0345284	7812	7611.57	0.551375	89.251
FBtr0082417	1378	1177.57	4.15292	104
FBtr0273349	1138	937.567	0.127722	2.547
FBtr0307343	1047	846.567	0.983836	17.712
FBtr0290135	3032	2831.57	5.10128	307.185
FBtr0113270	6507	6306.57	5.9286	795.132
FBtr0077930	1387	1186.57	0.277403	7
FBtr0071238	3241	3040.57	0.106654	6.896
FBtr0346538	4779	4578.57	4.85032	472.274
FBtr0078370	654	453.567	0.518364	5
FBtr0084715	2980	2779.57	1.02265	60.45
FBtr0110847	1794	1593.57	0.395614	13.407
FBtr0113129	2688	2487.57	5.66594	299.737
FBtr0300596	3874	3673.57	78.6804	6146.8
FBtr0339375	1608	1407.57	14.9631	447.905
