Name	Length	EffectiveLength	TPM	NumReads
FBtr0343330	706	528.565	97.533390	346.695
FBtr0304902	1617	1439.165	0.171580	1.661
FBtr0304901	2286	2108.165	0.023937	0.339
FBtr0078872	1228	1050.165	0.000000	0.000
FBtr0077839	2112	1934.165	8.346973	108.572
FBtr0077837	2331	2153.165	2.779194	40.243
FBtr0077838	2235	2057.165	9.299281	128.651
FBtr0077836	2325	2147.165	16.588395	239.533
FBtr0075133	4018	3840.165	0.457952	11.827
FBtr0332862	2190	2012.165	7.181036	97.173
FBtr0087988	1754	1576.165	162.626598	1723.810
FBtr0087987	1948	1770.165	349.376887	4159.144
FBtr0074688	1633	1455.165	49.968993	489.000
FBtr0086864	3503	3325.165	13.057909	292.000
FBtr0083361	1283	1105.165	0.000000	0.000
FBtr0392904	4164	3986.165	6.251421	167.583
FBtr0084588	2385	2207.165	67.847006	1007.074
FBtr0303161	2639	2461.165	39.787010	658.534
FBtr0079257	1918	1740.165	19.055415	223.000
FBtr0307341	906	728.447	0.046396	0.227
FBtr0084989	527	349.665	0.037415	0.088
FBtr0306309	750	572.548	0.779136	3.000
FBtr0344570	539	361.659	0.000000	0.000
FBtr0078090	1219	1041.165	37.132805	260.000
FBtr0087439	546	368.656	20.974218	52.000
FBtr0070960	2096	1918.165	0.200121	2.582
FBtr0302357	2296	2118.165	0.159847	2.277
FBtr0302356	2428	2250.165	0.141517	2.142
FBtr0340571	3830	3652.165	0.040710	1.000
FBtr0340572	3825	3647.165	0.040775	1.000
FBtr0080267	3305	3127.165	0.000000	0.000
FBtr0077141	787	609.527	0.000000	0.000
FBtr0306593	981	803.395	0.000000	0.000
FBtr0081719	1938	1760.165	66.992130	793.000
FBtr0071549	1655	1477.165	32.011210	318.000
FBtr0308832	1068	890.165	9.328768	55.846
FBtr0308833	2043	1865.165	31.003686	388.890
FBtr0074921	2263	2085.165	8.148434	114.264
FBtr0073011	1996	1818.165	0.163569	2.000
FBtr0112378	450	272.725	0.000000	0.000
FBtr0342602	1596	1418.165	0.266477	2.541
FBtr0080326	1217	1039.165	84.919973	593.459
FBtr0085405	675	497.575	188.869745	632.000
FBtr0339295	331	153.834	0.000000	0.000
FBtr0300316	205	33.777	0.000000	0.000
FBtr0300904	2130	1952.165	0.000000	0.000
FBtr0081633	2196	2018.165	0.000000	0.000
FBtr0300905	2052	1874.165	0.000000	0.000
FBtr0335279	1234	1056.165	0.666715	4.736
FBtr0335281	1199	1021.165	0.208059	1.429
FBtr0290216	733	555.554	0.013649	0.051
FBtr0335280	740	562.551	0.013682	0.052
FBtr0077120	1711	1533.165	20.094513	207.187
FBtr0081676	887	709.448	0.000000	0.000
FBtr0076639	2093	1915.165	0.155284	2.000
FBtr0079280	1148	970.165	0.000000	0.000
FBtr0304827	5797	5619.165	0.075668	2.859
FBtr0433494	6405	6227.165	0.103858	4.349
FBtr0333832	6581	6403.165	0.084927	3.657
FBtr0433497	5654	5476.165	0.094399	3.476
FBtr0333833	6118	5940.165	0.095073	3.798
FBtr0433496	5848	5670.165	0.068182	2.600
FBtr0304826	8410	8232.165	0.067984	3.764
FBtr0433495	8302	8124.165	0.069277	3.785
FBtr0433493	8251	8073.165	0.074544	4.047
FBtr0300808	2019	1841.165	0.000000	0.000
FBtr0300809	4061	3883.165	0.071982	1.880
FBtr0301700	4064	3886.165	0.071904	1.879
FBtr0072287	5108	4930.165	29.376598	974.000
FBtr0343633	2816	2638.165	27.292932	484.226
FBtr0074281	2640	2462.165	48.483809	802.805
FBtr0343632	2730	2552.165	2.500496	42.917
FBtr0074279	3898	3720.165	43.917370	1098.739
FBtr0074280	3895	3717.165	3.932781	98.312
FBtr0072238	1035	857.165	0.000000	0.000
FBtr0308073	1317	1139.165	1.310047	10.036
FBtr0082360	764	586.542	81.872402	322.948
FBtr0082361	1024	846.165	1.057151	6.016
FBtr0079938	1428	1250.165	2.735675	23.000
FBtr0077227	1279	1101.165	165.704055	1227.105
FBtr0091702	1278	1100.165	7.419636	54.895
FBtr0074882	2425	2247.165	15.828810	239.210
FBtr0332153	3588	3410.165	3.014179	69.126
FBtr0310476	2042	1864.165	7.267178	91.106
FBtr0100666	2416	2238.165	8.214699	123.646
FBtr0332726	2033	1855.165	4.641875	57.912
FBtr0080287	1089	911.165	16.555565	101.446
FBtr0309307	5887	5709.165	0.118490	4.549
FBtr0300898	5037	4859.165	0.074993	2.451
FBtr0080024	1050	872.165	7.194312	42.197
FBtr0077389	2263	2085.165	98.624710	1383.000
FBtr0290204	1958	1780.165	0.000000	0.000
FBtr0086689	848	670.476	22.532468	101.599
FBtr0306636	1574	1396.165	7.645686	71.788
FBtr0086687	1472	1294.165	34.153642	297.251
FBtr0086690	2195	2017.165	0.692320	9.392
FBtr0086686	1532	1354.165	1.137854	10.362
FBtr0340359	2225	2047.165	1.147693	15.801
FBtr0301148	981	803.395	70.052612	378.486
FBtr0086684	908	730.447	0.461451	2.267
FBtr0306637	2237	2059.165	1.079106	14.943
FBtr0301149	1514	1336.165	1.459290	13.113
FBtr0086600	1106	928.165	5.666558	35.370
FBtr0331978	1118	940.165	18.129945	114.630
FBtr0078769	621	443.618	4537.843150	13538.000
FBtr0070712	1878	1700.165	0.874607	10.000
FBtr0343263	1108	930.165	0.041987	0.263
FBtr0343264	928	750.439	0.048358	0.244
FBtr0072024	920	742.445	0.048662	0.243
FBtr0113111	979	801.395	0.046449	0.250
FBtr0333452	4664	4486.165	0.234664	7.080
FBtr0333450	3996	3818.165	0.143408	3.682
FBtr0333451	4043	3865.165	0.140033	3.640
FBtr0300831	4092	3914.165	0.136686	3.598
FBtr0076303	1640	1462.165	2.407024	23.669
FBtr0076302	1655	1477.165	1.633305	16.225
FBtr0076301	2049	1871.165	50.708970	638.106
FBtr0077098	1123	945.165	87.757655	557.813
FBtr0070552	1047	869.165	0.000000	0.000
FBtr0075818	1346	1168.165	27.367696	215.000
FBtr0088789	1908	1730.165	4.898818	57.000
FBtr0304960	503	325.684	0.000000	0.000
FBtr0075249	843	665.481	0.000000	0.000
FBtr0084104	1804	1626.165	220.829204	2415.000
FBtr0336911	2177	1999.165	8.355607	112.337
FBtr0088974	1597	1419.165	24.989629	238.500
FBtr0100360	4963	4785.165	0.497083	15.996
FBtr0110880	2920	2742.165	0.081070	1.495
FBtr0334105	2225	2047.165	0.169738	2.337
FBtr0301185	2946	2768.165	0.079971	1.489
FBtr0110881	4262	4084.165	2.901124	79.683
FBtr0336928	1138	960.165	0.000000	0.000
FBtr0072107	995	817.384	0.000000	0.000
FBtr0085786	2956	2778.165	13.684533	255.673
FBtr0085785	3082	2904.165	1.176517	22.978
FBtr0334549	2894	2716.165	1.572771	28.729
FBtr0334550	3020	2842.165	0.660286	12.621
FBtr0340191	4545	4367.165	9.495084	278.865
FBtr0073848	4477	4299.165	58.111755	1680.135
FBtr0078387	3371	3193.165	9.754929	209.479
FBtr0087487	2027	1849.165	16.725983	208.000
FBtr0083735	2688	2510.165	0.041571	0.702
FBtr0332539	2448	2270.165	0.046540	0.711
FBtr0077790	977	799.396	0.000000	0.000
FBtr0331440	941	763.438	0.000000	0.000
FBtr0331439	971	793.404	0.000000	0.000
FBtr0082634	1746	1568.165	19.059359	201.000
FBtr0079612	1320	1142.165	7.030220	54.000
FBtr0087980	1799	1621.165	0.025115	0.274
FBtr0087979	1558	1380.165	0.028737	0.267
FBtr0072044	1063	885.165	0.000000	0.000
FBtr0343206	1072	894.165	0.000000	0.000
FBtr0072043	1160	982.165	0.000000	0.000
FBtr0075225	1132	954.165	0.155841	1.000
FBtr0112489	446	268.730	9.340476	16.880
FBtr0339263	740	562.551	0.031637	0.120
FBtr0301018	2276	2098.165	1.771758	25.000
FBtr0302526	640	462.595	4.178747	13.000
FBtr0100009	3280	3102.165	4.937150	103.000
FBtr0089901	2338	2160.165	1.178848	17.125
FBtr0089902	1803	1625.165	0.508409	5.557
FBtr0300562	2617	2439.165	5.734785	94.071
FBtr0089900	2125	1947.165	0.401054	5.252
FBtr0089904	2355	2177.165	0.605297	8.862
FBtr0301521	2467	2289.165	0.917650	14.127
FBtr0089905	2568	2390.165	2.302236	37.006
FBtr0345390	5214	5036.165	0.900291	30.492
FBtr0331425	3556	3378.165	1.909310	43.376
FBtr0332155	4408	4230.165	1.866892	53.110
FBtr0075014	3541	3363.165	1.769542	40.023
FBtr0078874	603	425.630	0.000000	0.000
FBtr0083452	2975	2797.165	15.128077	284.576
FBtr0302317	2262	2084.165	21.576876	302.424
FBtr0333248	2543	2365.165	0.062347	0.992
FBtr0114524	2411	2233.165	0.067140	1.008
FBtr0273385	6171	5993.165	1.922940	77.503
FBtr0339307	6637	6459.165	1.608848	69.886
FBtr0273384	6439	6261.165	4.526870	190.612
FBtr0082117	3807	3629.165	6.135878	149.754
FBtr0082116	6303	6125.165	2.443740	100.663
FBtr0082118	4671	4493.165	4.423965	133.678
FBtr0085011	1569	1391.165	0.000000	0.000
FBtr0081174	4145	3967.165	0.306451	8.176
FBtr0081175	3934	3756.165	0.360158	9.098
FBtr0303241	4041	3863.165	0.699238	18.166
FBtr0081176	3893	3715.165	0.375066	9.371
FBtr0305129	2997	2819.165	8.455870	160.315
FBtr0339156	2994	2816.165	3.221440	61.010
FBtr0339157	2988	2810.165	2.058772	38.908
FBtr0071784	2049	1871.165	1.368845	17.225
FBtr0071785	1989	1811.165	67.057650	816.775
FBtr0089148	3050	2872.165	2.409044	46.532
FBtr0089147	2773	2595.165	2.200026	38.396
FBtr0089150	2762	2584.165	4.200839	73.005
FBtr0089146	2709	2531.165	5.167592	87.964
FBtr0308247	2614	2436.165	32.238864	528.181
FBtr0089149	2840	2662.165	3.235310	57.922
FBtr0302559	2531	2353.165	0.000000	0.000
FBtr0346506	2597	2419.165	0.000000	0.000
FBtr0302190	3048	2870.165	3.535747	68.247
FBtr0086145	3054	2876.165	7.638819	147.753
FBtr0306281	375	197.809	0.000000	0.000
FBtr0306280	392	214.795	0.000000	0.000
FBtr0306258	4812	4634.165	5.387815	167.911
FBtr0073119	3828	3650.165	56.542770	1387.988
FBtr0073120	4106	3928.165	47.667767	1259.246
FBtr0073118	4763	4585.165	63.070737	1944.818
FBtr0337055	3442	3264.165	17.240000	378.447
FBtr0333895	3491	3313.165	65.952791	1469.509
FBtr0337056	4046	3868.165	16.225385	422.081
FBtr0077442	1411	1233.165	6.511433	54.000
FBtr0076018	1266	1088.165	2.816879	20.614
FBtr0076017	963	785.414	8.971336	47.386
FBtr0339781	3357	3179.165	0.476011	10.177
FBtr0070778	3093	2915.165	0.777301	15.239
FBtr0344824	2804	2626.165	2.750911	48.584
FBtr0345292	830	652.488	273.596088	1200.546
FBtr0070983	837	659.485	22.902921	101.576
FBtr0070982	1100	922.165	1.820261	11.289
FBtr0070981	941	763.438	93.322516	479.133
FBtr0070980	854	676.470	4963.944880	22582.456
FBtr0307300	2919	2741.165	12.914756	238.077
FBtr0113024	3030	2852.165	1.152563	22.107
FBtr0332600	2913	2735.165	0.587999	10.816
FBtr0083414	2815	2637.165	18.869069	334.645
FBtr0337043	3789	3611.165	0.467584	11.355
FBtr0077516	1338	1160.165	0.000000	0.000
FBtr0112524	1274	1096.165	2.171005	16.004
FBtr0089233	3691	3513.165	4.768187	112.654
FBtr0334626	3376	3198.165	1.970370	42.378
FBtr0310651	3526	3348.165	10.038202	226.026
FBtr0089229	3501	3323.165	15.389910	343.941
FBtr0082920	981	803.395	0.000000	0.000
FBtr0077386	1734	1556.165	21.595177	226.000
FBtr0071106	2301	2123.165	0.000000	0.000
FBtr0070937	2201	2023.165	90.408500	1230.089
FBtr0070938	2487	2309.165	91.241318	1416.911
FBtr0070397	1267	1089.165	1.365244	10.000
FBtr0074346	819	641.496	0.000000	0.000
FBtr0071471	1606	1428.165	0.000000	0.000
FBtr0330316	1609	1431.165	0.000000	0.000
FBtr0074918	1253	1075.165	15.489838	112.000
FBtr0072124	2163	1985.165	22.021896	294.000
FBtr0071683	1189	1011.165	72.792585	495.000
FBtr0077403	1061	883.165	0.346672	2.059
FBtr0113021	1089	911.165	0.301780	1.849
FBtr0077402	1231	1053.165	0.191184	1.354
FBtr0077401	1011	833.165	0.488609	2.738
FBtr0300280	1584	1406.165	0.105747	1.000
FBtr0346378	3461	3283.165	0.704610	15.557
FBtr0074809	2896	2718.165	23.542672	430.356
FBtr0335137	3353	3175.165	0.893865	19.087
FBtr0346141	373	195.810	2.780191	3.661
FBtr0085611	272	94.874	36.579449	23.339
FBtr0074029	585	407.640	0.000000	0.000
FBtr0075388	1505	1327.165	0.092562	0.826
FBtr0343534	2295	2117.165	0.152679	2.174
FBtr0086001	1762	1584.165	0.187730	2.000
FBtr0321315	1239	1061.165	0.000000	0.000
FBtr0333037	2846	2668.165	2.384447	42.785
FBtr0075724	2737	2559.165	3.752763	64.587
FBtr0075723	2084	1906.165	1.297089	16.627
FBtr0342770	3744	3566.165	12.164689	291.742
FBtr0070420	3766	3588.165	87.998478	2123.458
FBtr0342771	3838	3660.165	4.704516	115.801
FBtr0333323	2883	2705.165	1.211515	22.040
FBtr0333322	2930	2752.165	1.023211	18.938
FBtr0074137	2347	2169.165	5.210703	76.012
FBtr0074135	2386	2208.165	50.572876	751.009
FBtr0308136	1697	1519.165	0.061238	0.626
FBtr0080237	698	520.568	0.000000	0.000
FBtr0300638	3446	3268.165	0.071847	1.579
FBtr0073729	466	288.713	71.082186	138.014
FBtr0084836	743	565.550	21.822840	83.000
FBtr0082430	1248	1070.165	1.892265	13.618
FBtr0335211	1142	964.165	17.177729	111.382
FBtr0076857	1307	1129.165	0.263376	2.000
FBtr0300424	902	724.447	1.231540	6.000
FBtr0083860	1793	1615.165	5.440175	59.092
FBtr0302327	1744	1566.165	126.570055	1333.105
FBtr0083861	1877	1699.165	13.722165	156.803
FBtr0083086	1479	1301.165	15.381121	134.591
FBtr0334589	2552	2374.165	3.378404	53.941
FBtr0091874	595	417.633	2.622121	7.365
FBtr0073935	992	814.387	0.000000	0.000
FBtr0073300	818	640.496	0.000000	0.000
FBtr0073299	2460	2282.165	0.000000	0.000
FBtr0088841	1522	1344.165	2.318590	20.959
FBtr0088842	1468	1290.165	55.276925	479.607
FBtr0345599	2094	1916.165	0.136839	1.763
FBtr0070422	1749	1571.165	0.211680	2.237
FBtr0342772	681	503.574	0.000000	0.000
FBtr0070421	1547	1369.165	0.108605	1.000
FBtr0333023	2495	2317.165	0.058832	0.917
FBtr0075579	1678	1500.165	0.107369	1.083
FBtr0072248	2815	2637.165	0.018781	0.333
FBtr0345620	2931	2753.165	0.018037	0.334
FBtr0072247	2800	2622.165	0.018882	0.333
FBtr0072253	1306	1128.165	0.380980	2.890
FBtr0343432	1090	912.165	28.878666	177.152
FBtr0073127	1478	1300.165	0.114169	0.998
FBtr0073128	1471	1293.165	0.115188	1.002
FBtr0079458	1541	1363.165	0.005807	0.053
FBtr0079460	1595	1417.165	1.114088	10.618
FBtr0079462	1526	1348.165	0.005845	0.053
FBtr0079461	1505	1327.165	0.005900	0.053
FBtr0079459	1585	1407.165	0.340609	3.223
FBtr0081997	1156	978.165	46.184969	303.815
FBtr0081996	1257	1079.165	4.166359	30.237
FBtr0336761	1233	1055.165	12.253043	86.948
FBtr0336637	3026	2848.165	0.057526	1.102
FBtr0300693	1964	1786.165	0.049956	0.600
FBtr0336636	3290	3112.165	0.090715	1.899
FBtr0071797	3770	3592.165	0.073435	1.774
FBtr0336638	1523	1345.165	0.069139	0.625
FBtr0087382	5033	4855.165	25.621284	836.567
FBtr0339998	5235	5057.165	3.504228	119.178
FBtr0301478	2790	2612.165	30.065773	528.164
FBtr0089521	2653	2475.165	6.610431	110.035
FBtr0306351	2221	2043.165	1.133090	15.569
FBtr0306350	2503	2325.165	2.304669	36.038
FBtr0301477	4782	4604.165	1.621084	50.194
FBtr0300224	1562	1384.165	0.023307	0.217
FBtr0114515	1508	1330.165	0.024026	0.215
FBtr0087406	329	151.835	0.000000	0.000
FBtr0072888	2130	1952.165	0.000000	0.000
FBtr0085859	1170	992.165	0.599487	4.000
FBtr0334894	6412	6234.165	48.551804	2035.540
FBtr0084460	6624	6446.165	7.605281	329.695
FBtr0304567	3987	3809.165	13.887911	355.765
FBtr0070907	2510	2332.165	152.900857	2398.089
FBtr0070906	2636	2458.165	0.841524	13.911
FBtr0305911	1961	1783.165	7.346903	88.103
FBtr0289953	2161	1983.165	7.954409	106.087
FBtr0305910	2015	1837.165	4.517154	55.810
FBtr0088312	1656	1478.165	0.372940	3.707
FBtr0088313	2297	2119.165	0.454509	6.477
FBtr0088311	2351	2173.165	0.406387	5.939
FBtr0304592	2591	2413.165	0.485317	7.876
FBtr0088882	1935	1757.165	80.561656	952.000
FBtr0079894	2382	2204.165	22.822913	338.307
FBtr0331635	2356	2178.165	6.222140	91.144
FBtr0345615	2623	2445.165	6.341620	104.281
FBtr0071338	3399	3221.165	225.920158	4894.000
FBtr0334508	4486	4308.165	0.020733	0.601
FBtr0085746	3506	3328.165	0.027102	0.607
FBtr0085085	1541	1363.165	40.781967	373.863
FBtr0085084	2075	1897.165	0.637760	8.137
FBtr0079304	905	727.447	0.000567	0.003
FBtr0079732	925	747.439	0.000000	0.000
FBtr0071108	3145	2967.165	3.258516	65.022
FBtr0340139	3231	3053.165	1.856919	38.128
FBtr0071107	3426	3248.165	48.031567	1049.206
FBtr0340138	4238	4060.165	2.731988	74.596
FBtr0309839	4403	4225.165	1.720630	48.891
FBtr0309836	4378	4200.165	1.875984	52.990
FBtr0309837	3952	3774.165	8.193440	207.962
FBtr0073144	4107	3929.165	168.606563	4455.236
FBtr0309838	4006	3828.165	4.696960	120.922
FBtr0075152	2917	2739.165	29.245069	538.725
FBtr0300092	607	429.629	0.024905	0.072
FBtr0073892	1096	918.165	0.000000	0.000
FBtr0343143	1534	1356.165	0.000000	0.000
FBtr0332630	1663	1485.165	5.099698	50.935
FBtr0332631	1364	1186.165	48.406577	386.141
FBtr0332632	5997	5819.165	16.750568	655.520
FBtr0301268	1587	1409.165	0.633131	6.000
FBtr0085909	2020	1842.165	0.403595	5.000
FBtr0080763	2304	2126.165	20.841227	298.000
FBtr0086733	1297	1119.165	28.698791	216.000
FBtr0087262	852	674.472	142.200032	645.000
FBtr0303232	702	524.567	1.417337	5.000
FBtr0344155	6716	6538.165	8.233991	362.045
FBtr0070316	6065	5887.165	32.342475	1280.488
FBtr0344279	6745	6567.165	0.067928	3.000
FBtr0076133	3030	2852.165	0.000000	0.000
FBtr0082259	2901	2723.165	46.391884	849.595
FBtr0079708	1718	1540.165	36.426240	377.292
FBtr0330181	847	669.477	0.116616	0.525
FBtr0074894	650	472.589	103.038219	327.475
FBtr0082726	2913	2735.165	3.196714	58.801
FBtr0331429	2603	2425.165	1.814995	29.601
FBtr0331428	2948	2770.165	6.055937	112.819
FBtr0082727	2606	2428.165	3.008923	49.134
FBtr0301219	3098	2920.165	4.564768	89.644
FBtr0088166	1239	1061.165	0.000000	0.000
FBtr0310646	1830	1652.165	1.976078	21.956
FBtr0073730	1370	1192.165	185.602309	1488.044
FBtr0079724	633	455.602	11.399279	34.927
FBtr0346454	899	721.447	1.761397	8.546
FBtr0100541	611	433.627	6301.600147	18376.527
FBtr0343865	1567	1389.165	0.000000	0.000
FBtr0079324	1294	1116.165	0.000000	0.000
FBtr0079598	1156	978.165	51.904823	341.441
FBtr0081220	1093	915.165	1.347219	8.292
FBtr0300823	1159	981.165	2.066401	13.635
FBtr0081221	1054	876.165	28.078727	165.447
FBtr0310645	979	801.395	12.516039	67.454
FBtr0081219	1084	906.165	1.669197	10.172
FBtr0075314	465	287.714	65.119839	126.000
FBtr0070136	2103	1925.165	12.955068	167.727
FBtr0070137	2193	2015.165	1.293381	17.528
FBtr0070135	2124	1946.165	4.042100	52.903
FBtr0076688	2391	2213.165	26.497391	394.378
FBtr0346546	2609	2431.165	1.797913	29.395
FBtr0302935	3103	2925.165	10.707991	210.647
FBtr0082329	3115	2937.165	8.877485	175.353
FBtr0344017	5279	5101.165	0.701329	24.060
FBtr0091678	6366	6188.165	8.198320	341.179
FBtr0344016	5395	5217.165	1.251769	43.919
FBtr0342985	4422	4244.165	8.143635	232.438
FBtr0071815	4360	4182.165	22.330258	628.045
FBtr0071816	4190	4012.165	5.374693	145.020
FBtr0071813	4216	4038.165	295.141668	8015.130
FBtr0342986	4124	3946.165	22.431278	595.285
FBtr0071814	4255	4077.165	7.770511	213.061
FBtr0083049	682	504.573	62.476324	212.000
FBtr0079593	751	573.547	2.471065	9.531
FBtr0332415	1011	833.165	6.600122	36.981
FBtr0345640	3934	3756.165	3.894565	98.378
FBtr0077562	3784	3606.165	62.949141	1526.622
FBtr0085387	5031	4853.165	7.624515	248.848
FBtr0085386	4880	4702.165	11.673791	369.152
FBtr0085614	355	177.819	9.427839	11.274
FBtr0303924	5093	4915.165	0.142626	4.714
FBtr0303923	5120	4942.165	0.098854	3.286
FBtr0300811	4420	4242.165	18.192772	519.018
FBtr0340626	2866	2688.165	0.055521	1.004
FBtr0340627	2995	2817.165	0.052410	0.993
FBtr0340628	2870	2692.165	0.055418	1.003
FBtr0087784	1976	1798.165	186.749006	2258.312
FBtr0332882	2246	2068.165	0.749851	10.429
FBtr0339391	1899	1721.165	22.657504	262.259
FBtr0084095	7188	7010.165	1.140891	53.786
FBtr0343807	7002	6824.165	0.526000	24.140
FBtr0343805	4551	4373.165	9.896072	291.041
FBtr0343806	4719	4541.165	15.652895	478.033
FBtr0086801	711	533.564	2.063403	7.404
FBtr0344145	6340	6162.165	0.003255	0.135
FBtr0100454	3868	3690.165	0.040296	1.000
FBtr0082255	6557	6379.165	0.033198	1.424
FBtr0082256	4226	4048.165	0.057883	1.576
FBtr0100455	2462	2284.165	0.000000	0.000
FBtr0088783	1907	1729.165	49.360487	574.000
FBtr0301333	1977	1799.165	0.041323	0.500
FBtr0332689	1974	1796.165	0.041394	0.500
FBtr0086107	5316	5138.165	53.741261	1857.000
FBtr0072159	694	516.569	1.439280	5.000
FBtr0076218	2574	2396.165	5.178685	83.451
FBtr0076219	2478	2300.165	41.603179	643.549
FBtr0113346	1241	1063.165	0.000000	0.000
FBtr0100083	570	392.644	0.000000	0.000
FBtr0079765	644	466.594	0.000000	0.000
FBtr0071734	1182	1004.165	0.000000	0.000
FBtr0071191	1056	878.165	11.731822	69.285
FBtr0345988	1286	1108.165	1.571996	11.715
FBtr0071902	1064	886.165	5.101352	30.402
