Name	Length	EffectiveLength	TPM	NumReads
FBtr0071042	2573	2391.3	25.4226	536.894
FBtr0074623	3850	3668.3	28.0578	908.977
FBtr0302174	2966	2784.3	0.000803	0.02
FBtr0331645	4147	3965.3	0.025633	0.898
FBtr0100183	1753	1571.3	193.574	2686.21
FBtr0329980	5506	5324.3	0.044105	2.074
FBtr0307174	1972	1790.3	0.529661	8.374
FBtr0080808	2603	2421.3	0.046785	1
FBtr0345226	5811	5629.3	2.25696	112.205
FBtr0113480	3369	3187.3	0.050792	1.43
FBtr0088019	1186	1004.3	2.36768	21
FBtr0300864	1867	1685.3	0	0
FBtr0081564	977	795.441	0	0
FBtr0300887	2360	2178.3	2.13025	40.981
FBtr0086060	3043	2861.3	48.0639	1214.55
FBtr0339759	3208	3026.3	29.0606	776.696
FBtr0345748	1595	1413.3	0.077153	0.963
FBtr0070647	2383	2201.3	0	0
FBtr0330666	3896	3714.3	6.09398	199.9
FBtr0079809	3558	3376.3	18.3783	548
FBtr0079951	847	665.558	148.249	871.389
FBtr0310567	2399	2217.3	0.014663	0.287
FBtr0329941	5970	5788.3	2.71411	138.744
FBtr0088419	2966	2784.3	0.126114	3.101
FBtr0336467	3380	3198.3	0.619853	17.508
FBtr0343440	1961	1779.3	0.021761	0.342
FBtr0112654	2110	1928.3	0.038959	0.663
FBtr0343382	727	545.61	26.597	128.159
FBtr0080494	1533	1351.3	17.0478	203.448
FBtr0112545	5886	5704.3	7.36921	371.242
FBtr0339593	1035	853.297	1309.69	9869.66
FBtr0076276	597	415.669	202.67	744
FBtr0082833	1938	1756.3	13.1717	204.303
FBtr0342643	1513	1331.3	0	0
FBtr0346522	910	728.504	1.28085	8.241
FBtr0073063	2326	2144.3	20.2323	383.146
FBtr0076793	3622	3440.3	0.234788	7.134
FBtr0307487	2098	1916.3	16.5957	280.861
FBtr0346521	559	377.677	0.025013	0.083
FBtr0305980	6216	6034.3	4.99176	266.02
FBtr0088046	1593	1411.3	185.336	2310
FBtr0335004	4209	4027.3	3.35036	119.162
FBtr0331654	6463	6281.3	13.3273	739.31
FBtr0086475	281	99.873	0	0
FBtr0081276	1297	1115.3	15.7478	155.112
FBtr0081357	2976	2794.3	10.7595	265.521
FBtr0112851	4062	3880.3	5.45317	186.874
FBtr0084167	3973	3791.3	0.251201	8.411
FBtr0084567	2621	2439.3	2.99161	64.447
FBtr0300712	1330	1148.3	22.9066	232.3
FBtr0309098	1488	1306.3	1.13136	13.052
FBtr0073972	2534	2352.3	13.6833	284.261
FBtr0303294	3407	3225.3	0.596538	16.992
FBtr0331560	1899	1717.3	65.8233	998.296
FBtr0344844	1494	1312.3	5.37348	62.276
FBtr0079985	861	679.529	9.66464	58
FBtr0080261	5936	5754.3	5.8225	295.894
FBtr0304948	4629	4447.3	0.415813	16.332
FBtr0300937	3634	3452.3	12.9555	395.001
FBtr0087764	699	517.618	35.9334	164.264
FBtr0340260	6380	6198.3	0.024365	1.334
FBtr0075556	1034	852.297	0.797124	6
FBtr0302545	1127	945.297	16.2599	135.744
FBtr0080811	4219	4037.3	2.72049	97
FBtr0302544	2196	2014.3	1.91239	34.02
FBtr0333019	1397	1215.3	0.332704	3.571
FBtr0084353	1291	1109.3	0	0
FBtr0077722	1930	1748.3	0	0
FBtr0082275	773	591.59	78.7328	411.349
FBtr0073042	4593	4411.3	42.9251	1672.29
FBtr0087212	2028	1846.3	121.68	1984.06
FBtr0091475	2574	2392.3	0.3004	6.347
FBtr0091477	1656	1474.3	19.4089	252.708
FBtr0299761	4261	4079.3	0.485781	17.501
FBtr0308836	2526	2344.3	1.67882	34.758
FBtr0333428	2729	2547.3	1.18822	26.731
FBtr0308617	4627	4445.3	1.25539	49.285
FBtr0339762	3556	3374.3	0.033428	0.996
FBtr0087083	1298	1116.3	0.101435	1
FBtr0080137	478	296.722	0	0
FBtr0331598	4820	4638.3	0.085463	3.501
FBtr0300443	2525	2343.3	40.0388	828.596
FBtr0084967	1248	1066.3	107.147	1009
FBtr0084837	4493	4311.3	52.0333	1981.18
FBtr0081254	4694	4512.3	101.078	4027.99
FBtr0345118	4063	3881.3	5.02056	172.093
FBtr0344719	4557	4375.3	7.83658	302.809
FBtr0334892	2191	2009.3	3.67581	65.228
FBtr0112797	5683	5501.3	31.3364	1522.47
FBtr0079222	906	724.504	0	0
FBtr0273404	2359	2177.3	17.9418	345
FBtr0332537	1469	1287.3	0	0
FBtr0308781	1198	1016.3	0	0
FBtr0086946	7489	7307.3	5.58998	360.746
FBtr0339445	5788	5606.3	2.75383	136.347
FBtr0073145	4280	4098.3	87.95	3183.27
FBtr0300194	3499	3317.3	0.045364	1.329
FBtr0076636	3303	3121.3	0.049146	1.355
FBtr0112896	2373	2191.3	6.55169	126.791
FBtr0081180	2317	2135.3	30.9685	584
FBtr0070435	2599	2417.3	2.2117	47.216
FBtr0080991	2787	2605.3	0	0
FBtr0084215	2693	2511.3	8.92756	198
FBtr0331702	1497	1315.3	0.571287	6.636
FBtr0340551	1782	1600.3	2.27646	32.173
FBtr0081907	1908	1726.3	0.458711	6.993
FBtr0332052	1379	1197.3	0.094572	1
FBtr0088788	2527	2345.3	43.9666	910.658
FBtr0071487	1622	1440.3	3.79609	48.286
FBtr0080036	4318	4136.3	7.75305	283.216
FBtr0073212	1620	1438.3	54.7932	696
FBtr0333125	6041	5859.3	7.28215	376.825
FBtr0100255	2123	1941.3	0.499694	8.567
FBtr0340213	3151	2969.3	1.76964	46.406
FBtr0346683	2867	2685.3	19.2696	456.983
FBtr0076729	5041	4859.3	10.416	447
FBtr0074354	1960	1778.3	28.6193	449.467
FBtr0074977	781	599.586	0	0
FBtr0084036	5353	5171.3	36.238	1655
FBtr0308253	18006	17824.3	2.6879	423.117
FBtr0078171	5391	5209.3	6.32461	290.97
FBtr0082813	2407	2225.3	1.49764	29.433
FBtr0071826	491	309.709	0.022431	0.061
FBtr0336829	2044	1862.3	4.16986	68.581
FBtr0082809	2397	2215.3	1.90456	37.261
FBtr0089595	1207	1025.3	1.57832	14.292
FBtr0306383	2672	2490.3	0.143113	3.147
FBtr0301317	3169	2987.3	0.025289	0.667
FBtr0072973	2817	2635.3	1.0891	25.347
FBtr0307552	2166	1984.3	2.63537	46.183
FBtr0087965	3460	3278.3	5.73656	166.087
FBtr0343336	1985	1803.3	4.14356	65.99
FBtr0343573	1987	1805.3	0.209707	3.343
FBtr0343326	317	135.846	1.65341	1.984
FBtr0082751	1883	1701.3	212.814	3197.54
FBtr0100239	5732	5550.3	0.006056	0.297
FBtr0343586	673	491.623	2.57395	11.175
FBtr0087417	1585	1403.3	2.1252	26.338
FBtr0083646	5546	5364.3	3.31083	156.85
FBtr0303762	2136	1954.3	0.012624	0.218
FBtr0078856	1098	916.297	11.2364	90.928
FBtr0302992	2953	2771.3	0	0
FBtr0081795	1778	1596.3	79.4456	1120
FBtr0452134	3299	3117.3	0.018185	0.501
FBtr0077672	1251	1069.3	11.8962	112.341
FBtr0335211	1142	960.297	29.96	254.086
FBtr0113451	3095	2913.3	0.415767	10.697
FBtr0339824	1926	1744.3	4.10513	63.238
FBtr0113453	2409	2227.3	0.407391	8.014
FBtr0333417	1749	1567.3	0.546027	7.558
FBtr0329982	2174	1992.3	1.12218	19.745
FBtr0079687	1844	1662.3	0.503861	7.397
FBtr0299907	1459	1277.3	3.35114	37.802
FBtr0084641	2622	2440.3	0.264556	5.702
FBtr0079688	1236	1054.3	1.44647	13.468
FBtr0079686	2034	1852.3	0.232546	3.804
FBtr0301703	3096	2914.3	0.57441	14.784
FBtr0079689	1164	982.297	6.59827	57.241
FBtr0074010	3848	3666.3	2.68128	86.817
FBtr0110772	2347	2165.3	0.012891	0.247
FBtr0073364	682	500.622	0	0
FBtr0070490	2352	2170.3	4.59123	88
FBtr0345313	2321	2139.3	43.5165	822.167
FBtr0344845	1725	1543.3	3.4042	46.398
FBtr0081588	415	233.778	0	0
FBtr0345005	3755	3573.3	10.831	341.799
FBtr0310633	4634	4452.3	0.68404	26.897
FBtr0078353	710	528.612	38.5222	179.839
FBtr0307344	1523	1341.3	0.412031	4.881
FBtr0071186	1242	1060.3	0	0
FBtr0340592	868	686.524	0	0
FBtr0301366	2041	1859.3	0.355117	5.831
FBtr0076773	3311	3129.3	0.497738	13.756
FBtr0309498	4031	3849.3	0.037694	1.281
FBtr0076771	3673	3491.3	6.48345	199.907
FBtr0346141	373	191.821	0.001223	0.002
FBtr0330622	9554	9372.3	3.9087	323.529
FBtr0112817	3318	3136.3	2.11563	58.599
FBtr0072937	1070	888.297	5.47474	42.949
FBtr0300695	1941	1759.3	0	0
FBtr0339981	2815	2633.3	0	0
FBtr0301238	991	809.431	19.3295	138.177
FBtr0100258	1461	1279.3	5.61124	63.396
FBtr0332790	5074	4892.3	3.07746	132.966
FBtr0336633	3876	3694.3	7.84119	255.828
FBtr0079662	1172	990.297	5.48834	48
FBtr0273321	1002	820.297	13.9914	101.36
FBtr0087145	2570	2388.3	5.13669	108.344
FBtr0080311	2297	2115.3	1.26913	23.709
FBtr0074210	1176	994.297	320.46	2814
FBtr0081914	3092	2910.3	23.9667	616
FBtr0346627	2398	2216.3	6.73466	131.819
FBtr0079762	971	789.45	0.943234	6.576
FBtr0333882	945	763.487	5.78359	38.997
FBtr0075586	639	457.633	0	0
FBtr0086660	4620	4438.3	27.3747	1073
FBtr0331705	3470	3288.3	0.152092	4.417
FBtr0071280	3246	3064.3	16.9488	458.675
FBtr0086508	3472	3290.3	4.24878	123.462
FBtr0080409	898	716.505	0.158033	1
FBtr0071420	1026	844.297	0	0
FBtr0084604	7244	7062.3	34.1232	2128.28
FBtr0077462	2960	2778.3	15.9762	392
FBtr0290252	569	387.676	0	0
FBtr0335438	880	698.511	0.393545	2.428
FBtr0334893	2418	2236.3	0.654751	12.931
FBtr0343373	3617	3435.3	3.2785	99.466
FBtr0339572	2989	2807.3	0	0
FBtr0076318	4515	4333.3	20.1634	771.645
FBtr0086569	4279	4097.3	2.14262	77.531
FBtr0300750	2652	2470.3	16.8242	367.044
FBtr0085321	3280	3098.3	0.021583	0.591
FBtr0079590	536	354.681	170.798	535
FBtr0074166	1487	1305.3	40.3663	465.331
FBtr0310003	1880	1698.3	0.066673	1
FBtr0301805	1105	923.297	49.7935	406.021
FBtr0082311	901	719.504	26.2814	167
FBtr0337031	2123	1941.3	3.86547	66.272
FBtr0273251	1813	1631.3	0.138823	2
FBtr0083443	887	705.509	0	0
FBtr0335172	785	603.583	0	0
FBtr0343309	2256	2074.3	0.756243	13.854
FBtr0089007	3869	3687.3	0.847736	27.606
FBtr0075558	4498	4316.3	21.0087	800.837
FBtr0332006	747	565.596	0.200198	1
FBtr0331778	797	615.578	0.2884	1.568
FBtr0084931	1373	1191.3	5.26051	55.345
FBtr0343553	3746	3564.3	0	0
FBtr0089295	540	358.68	0	0
FBtr0305915	7282	7100.3	7.84485	491.921
FBtr0087516	1839	1657.3	0.068323	1
FBtr0075344	7543	7361.3	7.68763	499.783
FBtr0304906	9289	9107.3	1.22895	98.846
FBtr0290300	4614	4432.3	0.588922	23.053
FBtr0301030	964	782.459	0.070109	0.484
FBtr0072695	751	569.595	0.081721	0.411
FBtr0077213	1692	1510.3	0.299891	4
FBtr0076273	1212	1030.3	0.055589	0.506
FBtr0308322	3799	3617.3	5.27544	168.53
FBtr0452147	8459	8277.3	0.018195	1.33
FBtr0342822	12883	12701.3	1.03199	115.76
FBtr0347442	165	13.838	0	0
FBtr0289975	943	761.489	0	0
FBtr0088571	2943	2761.3	3.96877	96.784
FBtr0342809	12553	12371.3	1.19136	130.165
FBtr0306566	3020	2838.3	3.57612	89.64
FBtr0310303	4485	4303.3	0.028317	1.076
FBtr0342812	12763	12581.3	1.18016	131.13
FBtr0342814	12523	12341.3	15.9515	1738.58
FBtr0334546	3064	2882.3	0.37969	9.665
FBtr0113871	5486	5304.3	0.996582	46.685
FBtr0303560	2160	1978.3	6.4619	112.898
FBtr0071366	1969	1787.3	100.171	1581.14
FBtr0075833	4628	4446.3	0.863077	33.891
FBtr0332808	1589	1407.3	0.703181	8.74
FBtr0082113	1479	1297.3	33.2773	381.26
FBtr0076328	631	449.64	0.251826	1
FBtr0086834	2143	1961.3	0.057733	1
FBtr0334948	5210	5028.3	3.86417	171.598
FBtr0299855	707	525.616	0.938244	4.355
FBtr0070830	2388	2206.3	58.5068	1140
FBtr0334947	6315	6133.3	7.54039	408.434
FBtr0345251	823	641.567	0	0
FBtr0079664	2620	2438.3	138.142	2974.73
FBtr0086236	954	772.471	55.4092	378.006
FBtr0302732	8975	8793.3	0.699382	54.313
FBtr0076772	5047	4865.3	27.5324	1183.01
FBtr0084158	1146	964.297	2.23104	19
FBtr0081495	4691	4509.3	0.98799	39.346
FBtr0080212	1191	1009.3	7.85316	70
FBtr0087447	904	722.504	0	0
FBtr0084962	2969	2787.3	47.4711	1168.55
FBtr0072208	1340	1158.3	22.3862	229
FBtr0086707	2136	1954.3	0.146962	2.536
FBtr0301408	3436	3254.3	0.022928	0.659
FBtr0085444	1683	1501.3	103.107	1367.07
FBtr0332989	1196	1014.3	0.082829	0.742
FBtr0087293	1761	1579.3	4.00828	55.906
FBtr0332754	1838	1656.3	0	0
FBtr0072902	1344	1162.3	0.58452	6
FBtr0343700	712	530.612	0	0
FBtr0070239	5365	5183.3	10.219	467.79
FBtr0301335	2638	2456.3	1.32065	28.649
FBtr0332421	816	634.571	0.96199	5.391
FBtr0273288	5744	5562.3	0.002926	0.144
FBtr0336822	1234	1052.3	0.107604	1
FBtr0304907	340	158.834	0	0
FBtr0084402	4195	4013.3	0.870693	30.86
FBtr0082222	855	673.538	0.672456	4
FBtr0345367	2882	2700.3	0.463133	11.045
FBtr0113122	2172	1990.3	1.06645	18.745
FBtr0303156	572	390.675	8.26308	28.51
FBtr0332728	1166	984.297	1.17295	10.196
FBtr0082766	2640	2458.3	0.246804	5.358
FBtr0332932	10303	10121.3	0.033398	2.985
FBtr0085704	3817	3635.3	180.826	5805.44
FBtr0112737	853	671.545	1.85474	11
FBtr0080031	3499	3317.3	3.41877	100.159
FBtr0080267	3305	3123.3	0	0
FBtr0305312	818	636.569	7.50833	42.211
FBtr0301847	3338	3156.3	26.6782	743.651
FBtr0334891	4082	3900.3	1.32008	45.471
FBtr0087574	3217	3035.3	13.112	351.483
FBtr0340266	3375	3193.3	0.427688	12.061
FBtr0070985	3291	3109.3	1.35882	37.313
FBtr0301766	6874	6692.3	1.1931	70.516
FBtr0079800	2816	2634.3	2.48507	57.815
FBtr0081278	1342	1160.3	0.662756	6.791
FBtr0344843	854	672.541	18.2806	108.578
FBtr0344717	4869	4687.3	2.14751	88.898
FBtr0339114	1390	1208.3	0.177519	1.894
FBtr0075606	818	636.569	0	0
FBtr0305041	6647	6465.3	0.866188	49.458
FBtr0334113	1328	1146.3	11.2051	113.435
FBtr0113259	1868	1686.3	1.56327	23.281
FBtr0303755	710	528.612	0	0
FBtr0333677	958	776.464	1.44837	9.932
FBtr0075961	924	742.5	49.5624	325
FBtr0070080	1119	937.297	0.132705	1.099
FBtr0273283	2581	2399.3	1.81063	38.366
FBtr0339796	1357	1175.3	1.13892	11.822
FBtr0083123	1806	1624.3	22.7257	326
FBtr0273282	2679	2497.3	41.3245	911.407
FBtr0079320	1655	1473.3	1.41375	18.395
FBtr0310411	1164	982.297	1.84976	16.047
FBtr0346194	1711	1529.3	0.033708	0.455
FBtr0077920	2090	1908.3	53.0151	893.47
FBtr0301794	6590	6408.3	3.15873	178.768
FBtr0329825	1179	997.297	1.02986	9.071
FBtr0333026	3713	3531.3	0.024381	0.76
FBtr0078395	2347	2165.3	0	0
FBtr0332078	3282	3100.3	0.336785	9.221
FBtr0072325	668	486.623	26.6075	114.349
FBtr0113425	3357	3175.3	0.512517	14.372
FBtr0346509	402	220.792	0	0
FBtr0079388	718	536.611	0.633034	3
FBtr0072746	2002	1820.3	13.6804	219.926
FBtr0084936	2918	2736.3	1.32492	32.017
FBtr0301710	4379	4197.3	12.0434	446.43
FBtr0346422	858	676.531	0	0
FBtr0334974	3239	3057.3	0.002146	0.058
FBtr0076237	5712	5530.3	6.07189	296.556
FBtr0084431	1686	1504.3	6.61818	87.924
FBtr0087622	1316	1134.3	0.906331	9.079
FBtr0332425	4128	3946.3	0	0
FBtr0333270	5337	5155.3	0.710135	32.332
FBtr0085359	5529	5347.3	6.68816	315.846
FBtr0081761	3238	3056.3	0.006188	0.167
FBtr0088662	3523	3341.3	1.00028	29.517
FBtr0308352	1643	1461.3	15.9938	206.407
FBtr0073306	1126	944.297	0.11991	1
FBtr0309099	802	620.576	14.1882	77.76
FBtr0078594	1129	947.297	0	0
FBtr0302665	5583	5401.3	1.30436	62.22
FBtr0300562	2617	2435.3	3.7113	79.82
FBtr0343105	6080	5898.3	0.019159	0.998
FBtr0084344	429	247.764	0	0
FBtr0114496	2711	2529.3	0.059433	1.328
FBtr0078059	6672	6490.3	32.3084	1851.89
FBtr0074760	1374	1192.3	38.0851	401.027
FBtr0080252	6939	6757.3	0	0
FBtr0086202	1763	1581.3	2.68333	37.473
FBtr0305220	419	237.774	0	0
FBtr0332742	1164	982.297	0.230664	2.001
FBtr0085034	810	628.573	0	0
FBtr0302294	6321	6139.3	1.34174	72.748
FBtr0343274	1605	1423.3	28.2913	355.617
FBtr0078861	2130	1948.3	5.87915	101.159
FBtr0339986	6297	6115.3	1.68948	91.244
FBtr0077264	2676	2494.3	197.655	4354.02
FBtr0332312	5932	5750.3	0.019702	1.001
FBtr0100144	3160	2978.3	2.25771	59.384
FBtr0084563	13001	12819.3	50.0592	5667.38
FBtr0340308	2565	2383.3	205.112	4317.22
FBtr0100432	866	684.525	0	0
FBtr0342613	493	311.707	0	0
FBtr0300615	2611	2429.3	0.04659	1
FBtr0306595	4706	4524.3	0.42005	16.784
FBtr0073160	2408	2226.3	6.8662	135
FBtr0078496	3760	3578.3	0.140844	4.451
FBtr0303748	1578	1396.3	0.497224	6.131
FBtr0080984	1051	869.297	22.7948	175
FBtr0300018	797	615.578	0	0
FBtr0306938	3941	3759.3	3.0608	101.619
FBtr0083057	2368	2186.3	4111.59	79387.8
FBtr0078737	999	817.297	6.23445	45
FBtr0076666	830	648.566	0	0
FBtr0344096	7085	6903.3	0	0
FBtr0302556	1695	1513.3	0	0
FBtr0307053	499	317.704	0	0
FBtr0085539	1080	898.297	544.243	4317.65
FBtr0072190	875	693.514	0.142485	0.873
FBtr0303342	5240	5058.3	0.034149	1.526
FBtr0307165	6600	6418.3	7.15079	405.33
FBtr0074840	2070	1888.3	78.3738	1307
FBtr0336871	1381	1199.3	7.46315	79.047
FBtr0086911	873	691.519	0.595084	3.634
FBtr0113130	3145	2963.3	1.49353	39.086
FBtr0087005	1402	1220.3	7.71354	83.129
FBtr0112367	401	219.793	1.03034	2
FBtr0304702	1548	1366.3	0	0
FBtr0339118	1590	1408.3	0.241209	3
FBtr0077101	3512	3330.3	9.5452	280.739
FBtr0344392	2067	1885.3	0.830574	13.829
FBtr0339326	340	158.834	0	0
FBtr0085843	9194	9012.3	33.3491	2654.32
FBtr0339098	3629	3447.3	0.245288	7.468
FBtr0345284	7812	7630.3	0.652978	44.002
FBtr0082417	1378	1196.3	4.54326	48
FBtr0273349	1138	956.297	0	0
FBtr0307343	1047	865.297	4.05393	30.98
FBtr0290135	3032	2850.3	5.08494	128
FBtr0113270	6507	6325.3	12.3857	691.891
FBtr0077930	1387	1205.3	0	0
FBtr0071238	3241	3059.3	0.134259	3.627
FBtr0346538	4779	4597.3	2.73441	111.02
FBtr0078370	654	472.624	0	0
FBtr0084715	2980	2798.3	0.674263	16.663
FBtr0110847	1794	1612.3	0.66855	9.519
FBtr0113129	2688	2506.3	20.0449	443.681
FBtr0300596	3874	3692.3	110.099	3590.18
FBtr0339375	1608	1426.3	16.8973	212.844
FBtr0085270	1246	1064.3	53.2512	500.526
FBtr0075945	4088	3906.3	7.86795	271.432
FBtr0080274	876	694.513	0.221796	1.36
FBtr0071386	1762	1580.3	0.030318	0.423
FBtr0089307	3778	3596.3	0.521226	16.555
FBtr0076485	1455	1273.3	0.978202	11
FBtr0082683	1095	913.297	0.123981	1
FBtr0308254	17733	17551.3	1.84967	286.707
FBtr0082844	613	431.662	0.786943	3
FBtr0081972	1525	1343.3	0.674347	8
FBtr0075687	694	512.619	0	0
